"id","species","stop_id","timestamp","lon","lat","lc","argos.semi.major","argos.semi.minor","argos.error.radius","argos.orientation","gps.fix.type.raw","dist_from","n_locs","start","end","duration"
"P52767","PESA",149,"2018-09-09 18:55:00",-70.205,-4.008,"2",NA,NA,NA,NA,NA,3666.251458,13,"8/28/2018 19:32","9/23/2018 19:34",26
"P52767","PESA",149,"2018-09-11 18:31:00",-70.18,-4.002,"A",NA,NA,NA,NA,NA,2855.407163,13,"8/28/2018 19:32","9/23/2018 19:34",26
"P52767","PESA",149,"2018-09-13 18:05:00",-70.142,-4.063,"B",NA,NA,NA,NA,NA,7994.769408,13,"8/28/2018 19:32","9/23/2018 19:34",26
"P52767","PESA",149,"2018-09-19 18:39:00",-70.176,-4.001,"3",NA,NA,NA,NA,NA,7866.976546,13,"8/28/2018 19:32","9/23/2018 19:34",26
"P52767","PESA",149,"2018-09-21 18:16:00",-70.175,-4.01,"A",NA,NA,NA,NA,NA,1008.010871,13,"8/28/2018 19:32","9/23/2018 19:34",26
"P52767","PESA",149,"2018-09-23 19:34:00",-70.175,-4.023,"0",NA,NA,NA,NA,NA,1447.15338,13,"8/28/2018 19:32","9/23/2018 19:34",26
"P52767","PESA",150,"2018-09-25 19:05:00",-63.564,-15.971,"1",NA,NA,NA,NA,NA,NA,6,"9/25/2018 19:05","9/26/2018 18:53",0.99
"P52767","PESA",150,"2018-09-25 19:42:00",-63.582,-15.984,"2",NA,NA,NA,NA,NA,2409.369319,6,"9/25/2018 19:05","9/26/2018 18:53",0.99
"P52767","PESA",150,"2018-09-25 22:46:00",-63.531,-16.024,"B",NA,NA,NA,NA,NA,7043.357731,6,"9/25/2018 19:05","9/26/2018 18:53",0.99
"P52767","PESA",150,"2018-09-26 06:16:00",-63.598,-15.979,"1",NA,NA,NA,NA,NA,8746.11486,6,"9/25/2018 19:05","9/26/2018 18:53",0.99
"P52767","PESA",150,"2018-09-26 11:34:00",-63.602,-15.984,"1",NA,NA,NA,NA,NA,702.1703201,6,"9/25/2018 19:05","9/26/2018 18:53",0.99
"P52767","PESA",150,"2018-09-26 18:53:00",-63.587,-15.984,"3",NA,NA,NA,NA,NA,1605.235903,6,"9/25/2018 19:05","9/26/2018 18:53",0.99
"P52781","PESA",151,"2018-08-25 20:49:00",-75.577,-5,"B",NA,NA,NA,NA,NA,NA,5,"8/25/2018 20:49","8/27/2018 21:28",2.03
"P52781","PESA",151,"2018-08-26 19:57:00",-75.572,-5.053,"B",NA,NA,NA,NA,NA,5925.92879,5,"8/25/2018 20:49","8/27/2018 21:28",2.03
"P52781","PESA",151,"2018-08-27 00:49:00",-75.553,-5.029,"3",NA,NA,NA,NA,NA,3402.468452,5,"8/25/2018 20:49","8/27/2018 21:28",2.03
"P52781","PESA",151,"2018-08-27 19:44:00",-75.547,-5.033,"2",NA,NA,NA,NA,NA,800.5964886,5,"8/25/2018 20:49","8/27/2018 21:28",2.03
"P52781","PESA",151,"2018-08-27 21:28:00",-75.572,-5.069,"B",NA,NA,NA,NA,NA,4872.889515,5,"8/25/2018 20:49","8/27/2018 21:28",2.03
"P52781","PESA",152,"2018-08-28 19:30:00",-74.738,-8.178,"0",NA,NA,NA,NA,NA,NA,12,"8/28/2018 19:30","9/3/2018 0:02",5.19
"P52781","PESA",152,"2018-08-28 20:54:00",-74.822,-8.185,"1",NA,NA,NA,NA,NA,9288.41067,12,"8/28/2018 19:30","9/3/2018 0:02",5.19
"P52781","PESA",152,"2018-08-29 00:09:00",-74.823,-8.187,"2",NA,NA,NA,NA,NA,248.4127778,12,"8/28/2018 19:30","9/3/2018 0:02",5.19
"P52781","PESA",152,"2018-08-29 06:38:00",-74.82,-8.188,"3",NA,NA,NA,NA,NA,348.7955479,12,"8/28/2018 19:30","9/3/2018 0:02",5.19
"P52781","PESA",152,"2018-08-29 12:11:00",-74.859,-8.182,"A",NA,NA,NA,NA,NA,4348.833224,12,"8/28/2018 19:30","9/3/2018 0:02",5.19
"P52781","PESA",152,"2018-08-29 12:48:00",-74.83,-8.189,"1",NA,NA,NA,NA,NA,3289.018263,12,"8/28/2018 19:30","9/3/2018 0:02",5.19
"P52781","PESA",152,"2018-08-30 12:28:00",-74.833,-8.185,"1",NA,NA,NA,NA,NA,554.562029,12,"8/28/2018 19:30","9/3/2018 0:02",5.19
"P52781","PESA",152,"2018-08-30 19:07:00",-74.811,-8.164,"1",NA,NA,NA,NA,NA,3367.694637,12,"8/28/2018 19:30","9/3/2018 0:02",5.19
"P52781","PESA",152,"2018-08-31 21:03:00",-74.828,-8.183,"B",NA,NA,NA,NA,NA,2825.319701,12,"8/28/2018 19:30","9/3/2018 0:02",5.19
"P52781","PESA",152,"2018-09-01 00:44:00",-74.828,-8.179,"A",NA,NA,NA,NA,NA,445.2779632,12,"8/28/2018 19:30","9/3/2018 0:02",5.19
"P52781","PESA",152,"2018-09-02 00:22:00",-74.834,-8.191,"B",NA,NA,NA,NA,NA,1490.477402,12,"8/28/2018 19:30","9/3/2018 0:02",5.19
"P52781","PESA",152,"2018-09-03 00:02:00",-74.823,-8.185,"B",NA,NA,NA,NA,NA,1383.883711,12,"8/28/2018 19:30","9/3/2018 0:02",5.19
"P52793","PESA",153,"2018-09-10 06:00:00",-66.714,-13.749,"0",NA,NA,NA,NA,NA,NA,4,"9/10/2018 6:00","9/10/2018 20:55",0.62
"P52793","PESA",153,"2018-09-10 12:02:00",-66.642,-13.727,"1",NA,NA,NA,NA,NA,8161.801365,4,"9/10/2018 6:00","9/10/2018 20:55",0.62
"P52793","PESA",153,"2018-09-10 18:40:00",-66.646,-13.733,"2",NA,NA,NA,NA,NA,795.7487828,4,"9/10/2018 6:00","9/10/2018 20:55",0.62
"P52793","PESA",153,"2018-09-10 20:55:00",-66.609,-13.713,"0",NA,NA,NA,NA,NA,4578.949032,4,"9/10/2018 6:00","9/10/2018 20:55",0.62
"P52793","PESA",154,"2018-09-11 18:27:00",-63.009,-17.144,"0",NA,NA,NA,NA,NA,NA,16,"9/11/2018 18:27","9/16/2018 19:25",5.04
"P52793","PESA",154,"2018-09-11 20:23:00",-62.981,-17.142,"B",NA,NA,NA,NA,NA,2986.775784,16,"9/11/2018 18:27","9/16/2018 19:25",5.04
"P52793","PESA",154,"2018-09-12 00:14:00",-62.96,-17.157,"B",NA,NA,NA,NA,NA,2788.896157,16,"9/11/2018 18:27","9/16/2018 19:25",5.04
"P52793","PESA",154,"2018-09-12 18:17:00",-62.939,-17.15,"1",NA,NA,NA,NA,NA,2365.740831,16,"9/11/2018 18:27","9/16/2018 19:25",5.04
"P52793","PESA",154,"2018-09-12 19:48:00",-62.939,-17.151,"3",NA,NA,NA,NA,NA,111.3194908,16,"9/11/2018 18:27","9/16/2018 19:25",5.04
"P52793","PESA",154,"2018-09-12 23:52:00",-62.938,-17.149,"3",NA,NA,NA,NA,NA,246.7440935,16,"9/11/2018 18:27","9/16/2018 19:25",5.04
"P52793","PESA",154,"2018-09-13 18:03:00",-62.966,-17.197,"B",NA,NA,NA,NA,NA,6117.158482,16,"9/11/2018 18:27","9/16/2018 19:25",5.04
"P52793","PESA",154,"2018-09-13 19:17:00",-62.931,-17.161,"A",NA,NA,NA,NA,NA,5469.555478,16,"9/11/2018 18:27","9/16/2018 19:25",5.04
"P52793","PESA",154,"2018-09-13 23:29:00",-62.939,-17.149,"3",NA,NA,NA,NA,NA,1583.838119,16,"9/11/2018 18:27","9/16/2018 19:25",5.04
"P52793","PESA",154,"2018-09-14 17:52:00",-62.943,-17.156,"A",NA,NA,NA,NA,NA,887.8271517,16,"9/11/2018 18:27","9/16/2018 19:25",5.04
"P52793","PESA",154,"2018-09-14 19:32:00",-62.941,-17.137,"B",NA,NA,NA,NA,NA,2125.742767,16,"9/11/2018 18:27","9/16/2018 19:25",5.04
"P52793","PESA",154,"2018-09-14 20:28:00",-62.94,-17.14,"A",NA,NA,NA,NA,NA,350.4913608,16,"9/11/2018 18:27","9/16/2018 19:25",5.04
"P52793","PESA",154,"2018-09-15 19:22:00",-62.945,-17.159,"A",NA,NA,NA,NA,NA,2180.914324,16,"9/11/2018 18:27","9/16/2018 19:25",5.04
"P52793","PESA",154,"2018-09-15 19:55:00",-62.96,-17.145,"1",NA,NA,NA,NA,NA,2230.370467,16,"9/11/2018 18:27","9/16/2018 19:25",5.04
"P52793","PESA",154,"2018-09-16 19:09:00",-62.939,-17.156,"0",NA,NA,NA,NA,NA,2547.374535,16,"9/11/2018 18:27","9/16/2018 19:25",5.04
"P52793","PESA",154,"2018-09-16 19:25:00",-62.947,-17.165,"A",NA,NA,NA,NA,NA,1314.458992,16,"9/11/2018 18:27","9/16/2018 19:25",5.04
"P52796","PESA",156,"2018-09-05 12:05:00",-71.045,-10.267,"2",NA,NA,NA,NA,NA,NA,12,"9/5/2018 12:05","9/8/2018 12:05",3
"P52796","PESA",156,"2018-09-05 19:41:00",-71.037,-10.271,"A",NA,NA,NA,NA,NA,982.9332704,12,"9/5/2018 12:05","9/8/2018 12:05",3
"P52796","PESA",156,"2018-09-05 20:07:00",-71.038,-10.272,"B",NA,NA,NA,NA,NA,156.1731344,12,"9/5/2018 12:05","9/8/2018 12:05",3
"P52796","PESA",156,"2018-09-06 11:44:00",-71.038,-10.271,"1",NA,NA,NA,NA,NA,111.3194908,12,"9/5/2018 12:05","9/8/2018 12:05",3
"P52796","PESA",156,"2018-09-06 19:35:00",-71.042,-10.277,"B",NA,NA,NA,NA,NA,798.7980413,12,"9/5/2018 12:05","9/8/2018 12:05",3
"P52796","PESA",156,"2018-09-07 00:18:00",-71.044,-10.271,"B",NA,NA,NA,NA,NA,702.9255732,12,"9/5/2018 12:05","9/8/2018 12:05",3
"P52796","PESA",156,"2018-09-07 11:24:00",-71.05,-10.285,"A",NA,NA,NA,NA,NA,1691.374767,12,"9/5/2018 12:05","9/8/2018 12:05",3
"P52796","PESA",156,"2018-09-07 12:25:00",-71.041,-10.286,"B",NA,NA,NA,NA,NA,992.0410457,12,"9/5/2018 12:05","9/8/2018 12:05",3
"P52796","PESA",156,"2018-09-07 19:17:00",-71.048,-10.271,"1",NA,NA,NA,NA,NA,1837.412151,12,"9/5/2018 12:05","9/8/2018 12:05",3
"P52796","PESA",156,"2018-09-07 20:42:00",-71.039,-10.27,"3",NA,NA,NA,NA,NA,992.0875492,12,"9/5/2018 12:05","9/8/2018 12:05",3
"P52796","PESA",156,"2018-09-08 00:00:00",-71.036,-10.266,"B",NA,NA,NA,NA,NA,553.4049373,12,"9/5/2018 12:05","9/8/2018 12:05",3
"P52796","PESA",156,"2018-09-08 12:05:00",-71.044,-10.287,"B",NA,NA,NA,NA,NA,2496.544353,12,"9/5/2018 12:05","9/8/2018 12:05",3
"P52796","PESA",157,"2018-09-09 23:16:00",-66.83,-14.708,"B",NA,NA,NA,NA,NA,NA,19,"9/9/2018 23:16","9/14/2018 12:21",4.55
"P52796","PESA",157,"2018-09-10 06:02:00",-66.825,-14.72,"B",NA,NA,NA,NA,NA,1440.231475,19,"9/9/2018 23:16","9/14/2018 12:21",4.55
"P52796","PESA",157,"2018-09-10 12:04:00",-66.833,-14.703,"3",NA,NA,NA,NA,NA,2079.239899,19,"9/9/2018 23:16","9/14/2018 12:21",4.55
"P52796","PESA",157,"2018-09-10 18:40:00",-66.813,-14.719,"1",NA,NA,NA,NA,NA,2794.551707,19,"9/9/2018 23:16","9/14/2018 12:21",4.55
"P52796","PESA",157,"2018-09-10 23:56:00",-66.829,-14.71,"B",NA,NA,NA,NA,NA,1992.847571,19,"9/9/2018 23:16","9/14/2018 12:21",4.55
"P52796","PESA",157,"2018-09-11 00:35:00",-66.823,-14.745,"B",NA,NA,NA,NA,NA,3949.369164,19,"9/9/2018 23:16","9/14/2018 12:21",4.55
"P52796","PESA",157,"2018-09-11 11:42:00",-66.837,-14.703,"0",NA,NA,NA,NA,NA,4912.379931,19,"9/9/2018 23:16","9/14/2018 12:21",4.55
"P52796","PESA",157,"2018-09-11 18:28:00",-66.821,-14.717,"B",NA,NA,NA,NA,NA,2323.068482,19,"9/9/2018 23:16","9/14/2018 12:21",4.55
"P52796","PESA",157,"2018-09-11 20:20:00",-66.825,-14.706,"1",NA,NA,NA,NA,NA,1298.04509,19,"9/9/2018 23:16","9/14/2018 12:21",4.55
"P52796","PESA",157,"2018-09-12 11:21:00",-66.808,-14.718,"1",NA,NA,NA,NA,NA,2266.002968,19,"9/9/2018 23:16","9/14/2018 12:21",4.55
"P52796","PESA",157,"2018-09-12 19:48:00",-66.824,-14.716,"3",NA,NA,NA,NA,NA,1737.005238,19,"9/9/2018 23:16","9/14/2018 12:21",4.55
"P52796","PESA",157,"2018-09-12 23:53:00",-66.826,-14.707,"B",NA,NA,NA,NA,NA,1024.756428,19,"9/9/2018 23:16","9/14/2018 12:21",4.55
"P52796","PESA",157,"2018-09-13 10:57:00",-66.831,-14.731,"1",NA,NA,NA,NA,NA,2725.364187,19,"9/9/2018 23:16","9/14/2018 12:21",4.55
"P52796","PESA",157,"2018-09-13 12:43:00",-66.863,-14.655,"A",NA,NA,NA,NA,NA,9135.066722,19,"9/9/2018 23:16","9/14/2018 12:21",4.55
"P52796","PESA",157,"2018-09-13 18:04:00",-66.896,-14.66,"B",NA,NA,NA,NA,NA,3597.311243,19,"9/9/2018 23:16","9/14/2018 12:21",4.55
"P52796","PESA",157,"2018-09-13 19:45:00",-66.823,-14.721,"A",NA,NA,NA,NA,NA,10387.53551,19,"9/9/2018 23:16","9/14/2018 12:21",4.55
"P52796","PESA",157,"2018-09-14 06:55:00",-66.813,-14.723,"B",NA,NA,NA,NA,NA,1099.427655,19,"9/9/2018 23:16","9/14/2018 12:21",4.55
"P52796","PESA",157,"2018-09-14 11:42:00",-66.811,-14.728,"B",NA,NA,NA,NA,NA,596.7965811,19,"9/9/2018 23:16","9/14/2018 12:21",4.55
"P52796","PESA",157,"2018-09-14 12:21:00",-66.822,-14.717,"A",NA,NA,NA,NA,NA,1703.534111,19,"9/9/2018 23:16","9/14/2018 12:21",4.55
"P52796","PESA",158,"2019-08-30 20:32:00",-73.554,-4.693,"A",NA,NA,NA,NA,NA,NA,10,"8/30/2019 20:32","9/6/2019 13:00",6.69
"P52796","PESA",158,"2019-08-31 13:24:00",-73.576,-4.724,"B",NA,NA,NA,NA,NA,4226.827178,10,"8/30/2019 20:32","9/6/2019 13:00",6.69
"P52796","PESA",158,"2019-09-01 12:25:00",-73.568,-4.718,"B",NA,NA,NA,NA,NA,1110.779267,10,"8/30/2019 20:32","9/6/2019 13:00",6.69
"P52796","PESA",158,"2019-09-02 12:00:00",-73.537,-4.703,"1",NA,NA,NA,NA,NA,3823.170831,10,"8/30/2019 20:32","9/6/2019 13:00",6.69
"P52796","PESA",158,"2019-09-03 19:46:00",-73.578,-4.71,"1",NA,NA,NA,NA,NA,4614.971971,10,"8/30/2019 20:32","9/6/2019 13:00",6.69
"P52796","PESA",158,"2019-09-04 19:32:00",-73.575,-4.713,"B",NA,NA,NA,NA,NA,471.4913258,10,"8/30/2019 20:32","9/6/2019 13:00",6.69
"P52796","PESA",158,"2019-09-05 13:26:00",-73.546,-4.707,"B",NA,NA,NA,NA,NA,3285.961295,10,"8/30/2019 20:32","9/6/2019 13:00",6.69
"P52796","PESA",158,"2019-09-05 20:15:00",-73.575,-4.713,"A",NA,NA,NA,NA,NA,3285.961295,10,"8/30/2019 20:32","9/6/2019 13:00",6.69
"P52796","PESA",158,"2019-09-06 12:18:00",-73.572,-4.719,"0",NA,NA,NA,NA,NA,746.248899,10,"8/30/2019 20:32","9/6/2019 13:00",6.69
"P52796","PESA",158,"2019-09-06 13:00:00",-73.57,-4.708,"0",NA,NA,NA,NA,NA,1244.455271,10,"8/30/2019 20:32","9/6/2019 13:00",6.69
"P52796","PESA",159,"2019-09-09 11:58:00",-67.164,-14.167,"0",NA,NA,NA,NA,NA,NA,19,"9/9/2019 11:58","9/14/2019 11:58",5
"P52796","PESA",159,"2019-09-09 20:12:00",-67.204,-14.161,"3",NA,NA,NA,NA,NA,4368.770889,19,"9/9/2019 11:58","9/14/2019 11:58",5
"P52796","PESA",159,"2019-09-10 10:58:00",-67.135,-14.166,"B",NA,NA,NA,NA,NA,7468.321885,19,"9/9/2019 11:58","9/14/2019 11:58",5
"P52796","PESA",159,"2019-09-10 11:40:00",-67.238,-14.097,"0",NA,NA,NA,NA,NA,13514.02734,19,"9/9/2019 11:58","9/14/2019 11:58",5
"P52796","PESA",159,"2019-09-10 20:00:00",-67.213,-14.112,"1",NA,NA,NA,NA,NA,3173.843674,19,"9/9/2019 11:58","9/14/2019 11:58",5
"P52796","PESA",159,"2019-09-10 20:58:00",-67.296,-14.092,"B",NA,NA,NA,NA,NA,9233.504495,19,"9/9/2019 11:58","9/14/2019 11:58",5
"P52796","PESA",159,"2019-09-10 23:33:00",-67.229,-14.12,"1",NA,NA,NA,NA,NA,7876.483935,19,"9/9/2019 11:58","9/14/2019 11:58",5
"P52796","PESA",159,"2019-09-11 00:13:00",-67.214,-14.117,"A",NA,NA,NA,NA,NA,1653.430938,19,"9/9/2019 11:58","9/14/2019 11:58",5
"P52796","PESA",159,"2019-09-11 20:30:00",-67.207,-14.11,"1",NA,NA,NA,NA,NA,1085.5019,19,"9/9/2019 11:58","9/14/2019 11:58",5
"P52796","PESA",159,"2019-09-11 23:11:00",-67.209,-14.117,"2",NA,NA,NA,NA,NA,808.5976966,19,"9/9/2019 11:58","9/14/2019 11:58",5
"P52796","PESA",159,"2019-09-11 23:54:00",-67.206,-14.117,"2",NA,NA,NA,NA,NA,323.8728232,19,"9/9/2019 11:58","9/14/2019 11:58",5
"P52796","PESA",159,"2019-09-12 19:39:00",-67.213,-14.113,"1",NA,NA,NA,NA,NA,877.1373318,19,"9/9/2019 11:58","9/14/2019 11:58",5
"P52796","PESA",159,"2019-09-12 20:00:00",-67.198,-14.124,"A",NA,NA,NA,NA,NA,2030.207159,19,"9/9/2019 11:58","9/14/2019 11:58",5
"P52796","PESA",159,"2019-09-13 00:04:00",-67.2,-14.112,"B",NA,NA,NA,NA,NA,1353.170777,19,"9/9/2019 11:58","9/14/2019 11:58",5
"P52796","PESA",159,"2019-09-13 12:18:00",-67.216,-14.088,"0",NA,NA,NA,NA,NA,3181.492424,19,"9/9/2019 11:58","9/14/2019 11:58",5
"P52796","PESA",159,"2019-09-13 19:25:00",-67.204,-14.118,"3",NA,NA,NA,NA,NA,3582.084581,19,"9/9/2019 11:58","9/14/2019 11:58",5
"P52796","PESA",159,"2019-09-14 00:09:00",-67.208,-14.114,"2",NA,NA,NA,NA,NA,620.2835017,19,"9/9/2019 11:58","9/14/2019 11:58",5
"P52796","PESA",159,"2019-09-14 00:50:00",-67.204,-14.111,"B",NA,NA,NA,NA,NA,545.9058051,19,"9/9/2019 11:58","9/14/2019 11:58",5
"P52796","PESA",159,"2019-09-14 11:58:00",-67.184,-14.131,"0",NA,NA,NA,NA,NA,3101.384505,19,"9/9/2019 11:58","9/14/2019 11:58",5
"P52799","PESA",160,"2018-08-22 11:55:00",-67.56,-13.141,"1",NA,NA,NA,NA,NA,NA,9,"8/22/2018 11:55","8/23/2018 20:10",1.34
"P52799","PESA",160,"2018-08-22 19:02:00",-67.543,-13.119,"2",NA,NA,NA,NA,NA,3065.001713,9,"8/22/2018 11:55","8/23/2018 20:10",1.34
"P52799","PESA",160,"2018-08-22 20:43:00",-67.575,-13.143,"A",NA,NA,NA,NA,NA,4378.623632,9,"8/22/2018 11:55","8/23/2018 20:10",1.34
"P52799","PESA",160,"2018-08-22 23:50:00",-67.616,-13.138,"B",NA,NA,NA,NA,NA,4479.306381,9,"8/22/2018 11:55","8/23/2018 20:10",1.34
"P52799","PESA",160,"2018-08-23 00:29:00",-67.568,-13.131,"A",NA,NA,NA,NA,NA,5261.572428,9,"8/22/2018 11:55","8/23/2018 20:10",1.34
"P52799","PESA",160,"2018-08-23 06:09:00",-67.546,-13.162,"B",NA,NA,NA,NA,NA,4194.784887,9,"8/22/2018 11:55","8/23/2018 20:10",1.34
"P52799","PESA",160,"2018-08-23 11:35:00",-67.49,-13.165,"0",NA,NA,NA,NA,NA,6079.270593,9,"8/22/2018 11:55","8/23/2018 20:10",1.34
"P52799","PESA",160,"2018-08-23 18:48:00",-67.558,-13.138,"0",NA,NA,NA,NA,NA,7960.412239,9,"8/22/2018 11:55","8/23/2018 20:10",1.34
"P52799","PESA",160,"2018-08-23 20:10:00",-67.583,-13.129,"2",NA,NA,NA,NA,NA,2889.446813,9,"8/22/2018 11:55","8/23/2018 20:10",1.34
"P52799","PESA",161,"2018-08-24 11:16:00",-66.626,-14.193,"A",NA,NA,NA,NA,NA,NA,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-24 18:36:00",-66.576,-14.159,"1",NA,NA,NA,NA,NA,6591.447214,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-24 23:49:00",-66.586,-14.165,"A",NA,NA,NA,NA,NA,1269.305499,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-25 10:56:00",-66.612,-14.186,"B",NA,NA,NA,NA,NA,3652.32885,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-25 18:23:00",-66.573,-14.2,"A",NA,NA,NA,NA,NA,4488.206794,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-25 20:50:00",-66.537,-14.177,"B",NA,NA,NA,NA,NA,4653.016134,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-26 12:13:00",-66.561,-14.187,"B",NA,NA,NA,NA,NA,2819.318143,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-26 18:10:00",-66.537,-14.176,"B",NA,NA,NA,NA,NA,2865.103312,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-26 19:51:00",-66.525,-14.179,"B",NA,NA,NA,NA,NA,1337.509929,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-26 20:18:00",-66.588,-14.163,"1",NA,NA,NA,NA,NA,7029.115958,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-27 11:52:00",-66.549,-14.154,"0",NA,NA,NA,NA,NA,4327.159171,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-27 18:01:00",-66.55,-14.212,"B",NA,NA,NA,NA,NA,6457.432441,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-27 19:40:00",-66.591,-14.16,"A",NA,NA,NA,NA,NA,7286.147482,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-27 19:49:00",-66.583,-14.164,"B",NA,NA,NA,NA,NA,971.5386991,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-28 06:53:00",-66.585,-14.159,"3",NA,NA,NA,NA,NA,596.9940261,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-28 11:29:00",-66.56,-14.176,"0",NA,NA,NA,NA,NA,3295.806396,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-28 19:29:00",-66.574,-14.174,"A",NA,NA,NA,NA,NA,1527.335069,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-29 00:04:00",-66.584,-14.162,"2",NA,NA,NA,NA,NA,1717.385804,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-29 11:12:00",-66.568,-14.144,"A",NA,NA,NA,NA,NA,2645.319197,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-29 19:18:00",-66.594,-14.181,"1",NA,NA,NA,NA,NA,4983.99548,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-29 20:23:00",-66.582,-14.163,"3",NA,NA,NA,NA,NA,2385.896745,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-30 10:51:00",-66.585,-14.185,"B",NA,NA,NA,NA,NA,2470.340679,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-30 19:05:00",-66.581,-14.16,"2",NA,NA,NA,NA,NA,2816.274958,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-30 19:54:00",-66.593,-14.159,"2",NA,NA,NA,NA,NA,1300.024104,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-30 23:23:00",-66.605,-14.153,"B",NA,NA,NA,NA,NA,1457.338461,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-31 06:19:00",-66.585,-14.164,"A",NA,NA,NA,NA,NA,2481.868805,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-31 11:30:00",-66.585,-14.167,"B",NA,NA,NA,NA,NA,333.9584724,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-31 12:10:00",-66.577,-14.168,"B",NA,NA,NA,NA,NA,870.6152315,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-08-31 18:58:00",-66.554,-14.155,"1",NA,NA,NA,NA,NA,2873.543775,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-09-01 00:03:00",-66.555,-14.15,"B",NA,NA,NA,NA,NA,566.9673133,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-09-01 06:09:00",-66.564,-14.169,"B",NA,NA,NA,NA,NA,2327.490538,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-09-01 11:50:00",-66.571,-14.169,"1",NA,NA,NA,NA,NA,755.5304517,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-09-01 18:47:00",-66.572,-14.156,"0",NA,NA,NA,NA,NA,1451.173004,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-09-01 20:33:00",-66.58,-14.162,"3",NA,NA,NA,NA,NA,1091.671986,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-09-02 00:21:00",-66.576,-14.167,"A",NA,NA,NA,NA,NA,704.4149101,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-09-02 11:27:00",-66.597,-14.158,"0",NA,NA,NA,NA,NA,2478.201955,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-09-02 18:31:00",-66.596,-14.171,"1",NA,NA,NA,NA,NA,1451.172934,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-09-02 20:00:00",-66.594,-14.159,"2",NA,NA,NA,NA,NA,1353.163658,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-09-02 23:59:00",-66.589,-14.164,"1",NA,NA,NA,NA,NA,775.279214,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-09-03 11:08:00",-66.634,-14.167,"0",NA,NA,NA,NA,NA,4868.523881,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
"P52799","PESA",161,"2018-09-03 18:20:00",-66.621,-14.22,"A",NA,NA,NA,NA,NA,6064.44986,49,"8/24/2018 11:16","9/6/2018 19:28",13.34
