"id","species","stop_id","timestamp","lon","lat","lc","argos.semi.major","argos.semi.minor","argos.error.radius","argos.orientation","gps.fix.type.raw","dist_from","n_locs","start","end","duration"
"13A","LEYE",1,"2019-09-17 15:00:00",-55.69627,-2.0166783,"G",NA,NA,NA,NA,"3D",NA,14,"9/17/2019 15:00","10/7/2019 15:00",20
"13A","LEYE",1,"2019-09-19 15:00:00",-55.696064,-2.0165503,"G",NA,NA,NA,NA,"3D",26.98606997,14,"9/17/2019 15:00","10/7/2019 15:00",20
"13A","LEYE",1,"2019-09-21 15:00:00",-55.6977806,-2.0172927,"G",NA,NA,NA,NA,"3D",208.0877626,14,"9/17/2019 15:00","10/7/2019 15:00",20
"13A","LEYE",1,"2019-09-23 15:00:00",-55.6976242,-2.0172927,"G",NA,NA,NA,NA,"3D",17.39957826,14,"9/17/2019 15:00","10/7/2019 15:00",20
"13A","LEYE",1,"2019-09-23 21:14:00",-55.69639,-2.01461,"3",278,191,231,57,NA,328.6894159,14,"9/17/2019 15:00","10/7/2019 15:00",20
"13A","LEYE",1,"2019-09-25 15:00:00",-55.6977806,-2.0171137,"G",NA,NA,NA,NA,"3D",318.7683578,14,"9/17/2019 15:00","10/7/2019 15:00",20
"13A","LEYE",1,"2019-09-27 15:00:00",-55.6883087,-2.0216961,"G",NA,NA,NA,NA,"3D",1170.729025,14,"9/17/2019 15:00","10/7/2019 15:00",20
"13A","LEYE",1,"2019-09-29 15:00:00",-55.6882286,-2.0216703,"G",NA,NA,NA,NA,"3D",9.362535133,14,"9/17/2019 15:00","10/7/2019 15:00",20
"13A","LEYE",1,"2019-10-01 15:00:00",-55.6809845,-2.0230527,"G",NA,NA,NA,NA,"3D",820.4681639,14,"9/17/2019 15:00","10/7/2019 15:00",20
"13A","LEYE",1,"2019-10-01 21:20:00",-55.67554,-2.02315,"3",277,94,162,49,NA,605.798021,14,"9/17/2019 15:00","10/7/2019 15:00",20
"13A","LEYE",1,"2019-10-03 15:00:00",-55.6697464,-2.0388737,"G",NA,NA,NA,NA,"3D",1865.252271,14,"9/17/2019 15:00","10/7/2019 15:00",20
"13A","LEYE",1,"2019-10-05 15:00:00",-55.6709747,-2.0360577,"G",NA,NA,NA,NA,"3D",341.9641599,14,"9/17/2019 15:00","10/7/2019 15:00",20
"13A","LEYE",1,"2019-10-05 20:33:00",-55.67453,-2.03744,"3",170,85,121,117,NA,424.4024784,14,"9/17/2019 15:00","10/7/2019 15:00",20
"13A","LEYE",1,"2019-10-07 15:00:00",-55.6710281,-2.0367231,"G",NA,NA,NA,NA,"3D",397.6732664,14,"9/17/2019 15:00","10/7/2019 15:00",20
"16A","LEYE",2,"2019-08-24 15:00:00",-66.1313629,-3.5525248,"G",NA,NA,NA,NA,"3D",NA,7,"8/24/2019 15:00","9/7/2019 15:00",14
"16A","LEYE",2,"2019-08-26 15:00:00",-66.125145,-3.5444608,"G",NA,NA,NA,NA,"3D",1132.739516,7,"8/24/2019 15:00","9/7/2019 15:00",14
"16A","LEYE",2,"2019-08-28 15:00:00",-66.1300354,-3.5520639,"G",NA,NA,NA,NA,"3D",1005.773519,7,"8/24/2019 15:00","9/7/2019 15:00",14
"16A","LEYE",2,"2019-09-01 15:00:00",-66.1307297,-3.5525248,"G",NA,NA,NA,NA,"3D",92.64502067,7,"8/24/2019 15:00","9/7/2019 15:00",14
"16A","LEYE",2,"2019-09-03 15:00:00",-66.1312408,-3.5524735,"G",NA,NA,NA,NA,"3D",57.07248931,7,"8/24/2019 15:00","9/7/2019 15:00",14
"16A","LEYE",2,"2019-09-05 15:00:00",-66.1316223,-3.5529599,"G",NA,NA,NA,NA,"3D",68.76340586,7,"8/24/2019 15:00","9/7/2019 15:00",14
"16A","LEYE",2,"2019-09-07 15:00:00",-66.1170044,-3.5494273,"G",NA,NA,NA,NA,"3D",1671.062574,7,"8/24/2019 15:00","9/7/2019 15:00",14
"16A","LEYE",3,"2019-09-09 15:00:00",-65.9891052,-2.4509313,"G",NA,NA,NA,NA,"3D",NA,6,"9/9/2019 15:00","9/21/2019 15:00",12
"16A","LEYE",3,"2019-09-13 15:00:00",-65.9870834,-2.4496512,"G",NA,NA,NA,NA,"3D",266.210964,6,"9/9/2019 15:00","9/21/2019 15:00",12
"16A","LEYE",3,"2019-09-15 15:00:00",-65.9972229,-2.453824,"G",NA,NA,NA,NA,"3D",1219.614556,6,"9/9/2019 15:00","9/21/2019 15:00",12
"16A","LEYE",3,"2019-09-17 15:00:00",-65.9970398,-2.4536705,"G",NA,NA,NA,NA,"3D",26.58332037,6,"9/9/2019 15:00","9/21/2019 15:00",12
"16A","LEYE",3,"2019-09-19 15:00:00",-65.9962006,-2.4523137,"G",NA,NA,NA,NA,"3D",177.5492769,6,"9/9/2019 15:00","9/21/2019 15:00",12
"16A","LEYE",3,"2019-09-21 15:00:00",-65.99543,-2.4520831,"G",NA,NA,NA,NA,"3D",89.46608666,6,"9/9/2019 15:00","9/21/2019 15:00",12
"16A","LEYE",4,"2019-09-23 15:00:00",-61.3713531,-13.0125952,"G",NA,NA,NA,NA,"3D",NA,5,"9/23/2019 15:00","10/1/2019 15:00",8
"16A","LEYE",4,"2019-09-25 15:00:00",-61.3442688,-12.9968004,"G",NA,NA,NA,NA,"3D",3423.664108,5,"9/23/2019 15:00","10/1/2019 15:00",8
"16A","LEYE",4,"2019-09-27 15:00:00",-61.3416061,-12.9960575,"G",NA,NA,NA,NA,"3D",300.4243043,5,"9/23/2019 15:00","10/1/2019 15:00",8
"16A","LEYE",4,"2019-09-29 15:00:00",-61.3475456,-12.9996672,"G",NA,NA,NA,NA,"3D",759.2855673,5,"9/23/2019 15:00","10/1/2019 15:00",8
"16A","LEYE",4,"2019-10-01 15:00:00",-61.3475723,-12.9996672,"G",NA,NA,NA,NA,"3D",2.896056215,5,"9/23/2019 15:00","10/1/2019 15:00",8
"19A","LEYE",5,"2019-10-03 15:00:00",-57.8822784,-2.6269312,"G",NA,NA,NA,NA,"3D",NA,4,"10/3/2019 15:00","10/9/2019 15:00",6
"19A","LEYE",5,"2019-10-05 15:00:00",-57.869709,-2.6309505,"G",NA,NA,NA,NA,"3D",1467.612307,4,"10/3/2019 15:00","10/9/2019 15:00",6
"19A","LEYE",5,"2019-10-07 15:00:00",-57.881485,-2.6232448,"G",NA,NA,NA,NA,"3D",1565.457029,4,"10/3/2019 15:00","10/9/2019 15:00",6
"19A","LEYE",5,"2019-10-09 15:00:00",-57.8874741,-2.6240385,"G",NA,NA,NA,NA,"3D",671.8398181,4,"10/3/2019 15:00","10/9/2019 15:00",6
"22A","LEYE",6,"2019-09-01 15:00:00",-65.3877411,-2.5516417,"G",NA,NA,NA,NA,"3D",NA,4,"9/1/2019 15:00","9/5/2019 15:00",4
"22A","LEYE",6,"2019-09-03 15:00:00",-65.3905258,-2.5451903,"G",NA,NA,NA,NA,"3D",782.0919966,4,"9/1/2019 15:00","9/5/2019 15:00",4
"22A","LEYE",6,"2019-09-03 21:45:00",-65.38777,-2.54368,"3",431,87,194,75,NA,349.5586631,4,"9/1/2019 15:00","9/5/2019 15:00",4
"22A","LEYE",6,"2019-09-05 15:00:00",-65.3911438,-2.5442688,"G",NA,NA,NA,NA,"3D",380.8816643,4,"9/1/2019 15:00","9/5/2019 15:00",4
"22A","LEYE",7,"2019-09-19 15:00:00",-64.4872284,-15.9271555,"G",NA,NA,NA,NA,"3D",NA,4,"9/19/2019 15:00","9/25/2019 15:00",6
"22A","LEYE",7,"2019-09-21 15:00:00",-64.4890976,-15.9074688,"G",NA,NA,NA,NA,"3D",2200.629732,4,"9/19/2019 15:00","9/25/2019 15:00",6
"22A","LEYE",7,"2019-09-21 21:34:00",-64.48682,-15.92822,"3",662,33,150,75,NA,2322.844823,4,"9/19/2019 15:00","9/25/2019 15:00",6
"22A","LEYE",7,"2019-09-25 15:00:00",-64.4870529,-15.9273596,"G",NA,NA,NA,NA,"3D",98.97082842,4,"9/19/2019 15:00","9/25/2019 15:00",6
"28A","LEYE",8,"2019-09-15 15:00:00",-59.3556366,-3.2423296,"G",NA,NA,NA,NA,"2D",NA,5,"9/15/2019 15:00","9/23/2019 15:00",8
"28A","LEYE",8,"2019-09-17 15:00:00",-59.3548164,-3.2436352,"G",NA,NA,NA,NA,"2D",171.5608711,5,"9/15/2019 15:00","9/23/2019 15:00",8
"28A","LEYE",8,"2019-09-19 15:00:00",-59.3547401,-3.2432511,"G",NA,NA,NA,NA,"3D",43.59062374,5,"9/15/2019 15:00","9/23/2019 15:00",8
"28A","LEYE",8,"2019-09-21 15:00:00",-59.3547897,-3.243072,"G",NA,NA,NA,NA,"3D",20.68539487,5,"9/15/2019 15:00","9/23/2019 15:00",8
"28A","LEYE",8,"2019-09-23 15:00:00",-59.3545341,-3.2433791,"G",NA,NA,NA,NA,"3D",44.44878174,5,"9/15/2019 15:00","9/23/2019 15:00",8
"A129232041","AMGO",9,"2022-09-29 00:00:00",-56.2905731,-2.33598709,"G",NA,NA,NA,NA,"3D",NA,3,"9/29/2022 0:00","10/3/2022 0:00",4
"A129232041","AMGO",9,"2022-10-01 00:00:00",-56.2980232,-2.33504009,"G",NA,NA,NA,NA,"3D",835.3311497,3,"9/29/2022 0:00","10/3/2022 0:00",4
"A129232041","AMGO",9,"2022-10-03 00:00:00",-56.2981262,-2.33468151,"G",NA,NA,NA,NA,"3D",41.52843816,3,"9/29/2022 0:00","10/3/2022 0:00",4
"A129232061","AMGO",10,"2022-09-29 00:00:00",-49.7834892,-8.47914219,"G",NA,NA,NA,NA,"3D",NA,6,"9/29/2022 0:00","10/9/2022 0:00",10
"A129232061","AMGO",10,"2022-10-01 00:00:00",-49.785717,-8.48154926,"G",NA,NA,NA,NA,"3D",363.2691904,6,"9/29/2022 0:00","10/9/2022 0:00",10
"A129232061","AMGO",10,"2022-10-03 00:00:00",-49.8269577,-8.56206036,"G",NA,NA,NA,NA,"3D",10046.84427,6,"9/29/2022 0:00","10/9/2022 0:00",10
"A129232061","AMGO",10,"2022-10-05 00:00:00",-49.8392944,-8.50504971,"G",NA,NA,NA,NA,"3D",6490.085917,6,"9/29/2022 0:00","10/9/2022 0:00",10
"A129232061","AMGO",10,"2022-10-07 00:00:00",-49.839016,-8.50515175,"G",NA,NA,NA,NA,"3D",32.68765057,6,"9/29/2022 0:00","10/9/2022 0:00",10
"A129232061","AMGO",10,"2022-10-09 00:00:00",-49.8375549,-8.50530529,"G",NA,NA,NA,NA,"3D",161.7656513,6,"9/29/2022 0:00","10/9/2022 0:00",10
"A129232064","AMGO",11,"2022-11-07 00:02:00",-54.3438988,-2.24907517,"G",NA,NA,NA,NA,"3D",NA,2,"11/7/2022 0:02","11/12/2022 0:00",5
"A129232064","AMGO",11,"2022-11-12 00:00:00",-54.3341942,-2.26517749,"G",NA,NA,NA,NA,"3D",2092.444867,2,"11/7/2022 0:02","11/12/2022 0:00",5
"A171348943","AMGO",12,"2022-09-27 00:00:00",-53.9261818,-13.3550978,"G",NA,NA,NA,NA,"3D",NA,4,"9/27/2022 0:00","10/3/2022 0:00",6
"A171348943","AMGO",12,"2022-09-29 00:00:00",-53.9298706,-13.3551998,"G",NA,NA,NA,NA,"3D",399.6918383,4,"9/27/2022 0:00","10/3/2022 0:00",6
"A171348943","AMGO",12,"2022-10-01 00:00:00",-53.9298935,-13.3554049,"G",NA,NA,NA,NA,"3D",22.96595279,4,"9/27/2022 0:00","10/3/2022 0:00",6
"A171348943","AMGO",12,"2022-10-03 00:00:00",-53.9297142,-13.3560963,"G",NA,NA,NA,NA,"3D",79.37844884,4,"9/27/2022 0:00","10/3/2022 0:00",6
"A171348945","AMGO",13,"2022-09-29 00:00:00",-57.6162682,-2.43534088,"G",NA,NA,NA,NA,"3D",NA,4,"9/29/2022 0:00","10/5/2022 0:00",6
"A171348945","AMGO",13,"2022-10-01 00:00:00",-57.6151695,-2.43459845,"G",NA,NA,NA,NA,"3D",147.5210112,4,"9/29/2022 0:00","10/5/2022 0:00",6
"A171348945","AMGO",13,"2022-10-03 00:00:00",-57.6151428,-2.43441916,"G",NA,NA,NA,NA,"3D",20.1781763,4,"9/29/2022 0:00","10/5/2022 0:00",6
"A171348945","AMGO",13,"2022-10-05 00:00:00",-57.6152458,-2.43416309,"G",NA,NA,NA,NA,"3D",30.72129675,4,"9/29/2022 0:00","10/5/2022 0:00",6
"A171348946","AMGO",14,"2022-09-15 00:00:00",-55.3040504,-1.98170877,"G",NA,NA,NA,NA,"3D",NA,8,"9/15/2022 0:00","9/29/2022 0:00",14
"A171348946","AMGO",14,"2022-09-17 00:00:00",-55.3058701,-1.98475516,"G",NA,NA,NA,NA,"3D",394.9541855,8,"9/15/2022 0:00","9/29/2022 0:00",14
"A171348946","AMGO",14,"2022-09-19 00:00:00",-55.3058167,-1.98470402,"G",NA,NA,NA,NA,"3D",8.228189243,8,"9/15/2022 0:00","9/29/2022 0:00",14
"A171348946","AMGO",14,"2022-09-21 00:00:00",-55.3166199,-1.98096645,"G",NA,NA,NA,NA,"3D",1271.8652,8,"9/15/2022 0:00","9/29/2022 0:00",14
"A171348946","AMGO",14,"2022-09-23 00:00:00",-55.3172607,-1.98199046,"G",NA,NA,NA,NA,"3D",134.4493476,8,"9/15/2022 0:00","9/29/2022 0:00",14
"A171348946","AMGO",14,"2022-09-25 00:00:00",-55.316597,-1.98222077,"G",NA,NA,NA,NA,"3D",78.16288552,8,"9/15/2022 0:00","9/29/2022 0:00",14
"A171348946","AMGO",14,"2022-09-27 00:00:00",-55.3174667,-1.98188806,"G",NA,NA,NA,NA,"3D",103.6030613,8,"9/15/2022 0:00","9/29/2022 0:00",14
"A171348946","AMGO",14,"2022-09-29 00:00:00",-55.2998009,-1.98176003,"G",NA,NA,NA,NA,"3D",1965.423241,8,"9/15/2022 0:00","9/29/2022 0:00",14
"A171348946","AMGO",15,"2022-10-01 00:00:00",-55.3795471,-2.11070728,"G",NA,NA,NA,NA,"3D",NA,3,"10/1/2022 0:00","10/5/2022 0:00",4
"A171348946","AMGO",15,"2022-10-03 00:00:00",-55.3796463,-2.11083531,"G",NA,NA,NA,NA,"3D",18.02515617,3,"10/1/2022 0:00","10/5/2022 0:00",4
"A171348946","AMGO",15,"2022-10-05 00:00:00",-55.4211464,-2.14657283,"G",NA,NA,NA,NA,"3D",6094.223498,3,"10/1/2022 0:00","10/5/2022 0:00",4
"A172301369","AMGO",16,"2022-09-28 15:02:00",-60.0096397,3.23180795,"G",NA,NA,NA,NA,"3D",NA,7,"9/28/2022 15:02","10/10/2022 15:02",12
"A172301369","AMGO",16,"2022-09-30 15:02:00",-60.0137596,3.2328577,"G",NA,NA,NA,NA,"3D",472.5717272,7,"9/28/2022 15:02","10/10/2022 15:02",12
"A172301369","AMGO",16,"2022-10-02 15:02:00",-60.0096893,3.23180795,"G",NA,NA,NA,NA,"3D",467.2322543,7,"9/28/2022 15:02","10/10/2022 15:02",12
"A172301369","AMGO",16,"2022-10-04 15:02:00",-60.0095863,3.23178244,"G",NA,NA,NA,NA,"3D",11.79463628,7,"9/28/2022 15:02","10/10/2022 15:02",12
"A172301369","AMGO",16,"2022-10-06 15:02:00",-60.0097389,3.23206401,"G",NA,NA,NA,NA,"3D",35.63865446,7,"9/28/2022 15:02","10/10/2022 15:02",12
"A172301369","AMGO",16,"2022-10-08 15:02:00",-60.0277367,3.26424313,"G",NA,NA,NA,NA,"3D",4102.809125,7,"9/28/2022 15:02","10/10/2022 15:02",12
"A172301369","AMGO",16,"2022-10-10 15:02:00",-60.0277138,3.2643199,"G",NA,NA,NA,NA,"3D",8.916922311,7,"9/28/2022 15:02","10/10/2022 15:02",12
"A179670","AMGO",17,"2019-09-28 15:02:00",-61.2202377,3.8369408,"G",NA,NA,NA,NA,"3D",NA,9,"9/28/2019 15:02","10/14/2019 15:02",16
"A179670","AMGO",17,"2019-09-30 15:02:00",-61.2217216,3.83904,"G",NA,NA,NA,NA,"3D",285.9575262,9,"9/28/2019 15:02","10/14/2019 15:02",16
"A179670","AMGO",17,"2019-10-02 15:02:00",-61.2279663,3.8383999,"G",NA,NA,NA,NA,"3D",697.2477661,9,"9/28/2019 15:02","10/14/2019 15:02",16
"A179670","AMGO",17,"2019-10-04 15:02:00",-61.2059784,3.8192513,"G",NA,NA,NA,NA,"3D",3241.635866,9,"9/28/2019 15:02","10/14/2019 15:02",16
"A179670","AMGO",17,"2019-10-06 15:02:00",-61.2054138,3.8194816,"G",NA,NA,NA,NA,"3D",67.74930535,9,"9/28/2019 15:02","10/14/2019 15:02",16
"A179670","AMGO",17,"2019-10-08 15:02:00",-61.2049026,3.8183551,"G",NA,NA,NA,NA,"3D",137.6571822,9,"9/28/2019 15:02","10/14/2019 15:02",16
"A179670","AMGO",17,"2019-10-10 15:02:00",-61.2045937,3.8178945,"G",NA,NA,NA,NA,"3D",61.694349,9,"9/28/2019 15:02","10/14/2019 15:02",16
"A179670","AMGO",17,"2019-10-12 15:02:00",-61.2045937,3.8178945,"G",NA,NA,NA,NA,"3D",0,9,"9/28/2019 15:02","10/14/2019 15:02",16
"A179670","AMGO",17,"2019-10-14 15:02:00",-61.2047997,3.8180993,"G",NA,NA,NA,NA,"3D",32.30009106,9,"9/28/2019 15:02","10/14/2019 15:02",16
"A179672","AMGO",18,"2019-10-02 15:02:00",-59.9253387,-3.2301695,"G",NA,NA,NA,NA,"3D",NA,3,"10/2/2019 15:02","10/6/2019 15:02",4
"A179672","AMGO",18,"2019-10-04 15:02:00",-59.9151726,-3.2268672,"G",NA,NA,NA,NA,"3D",1188.186165,3,"10/2/2019 15:02","10/6/2019 15:02",4
"A179672","AMGO",18,"2019-10-06 15:02:00",-59.923008,-3.2273536,"G",NA,NA,NA,NA,"3D",872.5312425,3,"10/2/2019 15:02","10/6/2019 15:02",4
"A179676","AMGO",19,"2019-09-24 15:02:00",-55.2577934,-2.1067135,"G",NA,NA,NA,NA,"3D",NA,22,"9/24/2019 15:02","11/5/2019 15:02",42
"A179676","AMGO",19,"2019-09-26 15:02:00",-55.2580986,-2.1042559,"G",NA,NA,NA,NA,"3D",275.6774782,22,"9/24/2019 15:02","11/5/2019 15:02",42
"A179676","AMGO",19,"2019-09-28 15:02:00",-55.2622719,-2.101696,"G",NA,NA,NA,NA,"3D",544.7388143,22,"9/24/2019 15:02","11/5/2019 15:02",42
"A179676","AMGO",19,"2019-09-30 15:02:00",-55.2621956,-2.1016705,"G",NA,NA,NA,NA,"3D",8.950052673,22,"9/24/2019 15:02","11/5/2019 15:02",42
"A179676","AMGO",19,"2019-10-02 15:02:00",-55.2623749,-2.1015425,"G",NA,NA,NA,NA,"3D",24.51285929,22,"9/24/2019 15:02","11/5/2019 15:02",42
"A179676","AMGO",19,"2019-10-04 15:02:00",-55.2621689,-2.1015935,"G",NA,NA,NA,NA,"3D",23.60916436,22,"9/24/2019 15:02","11/5/2019 15:02",42
"A179676","AMGO",19,"2019-10-06 15:02:00",-55.2633743,-2.0993152,"G",NA,NA,NA,NA,"3D",286.8867248,22,"9/24/2019 15:02","11/5/2019 15:02",42
"A179676","AMGO",19,"2019-10-08 15:02:00",-55.2634506,-2.0997505,"G",NA,NA,NA,NA,"3D",49.1951507,22,"9/24/2019 15:02","11/5/2019 15:02",42
"A179676","AMGO",19,"2019-10-10 15:02:00",-55.2604561,-2.1012352,"G",NA,NA,NA,NA,"3D",371.8690548,22,"9/24/2019 15:02","11/5/2019 15:02",42
"A179676","AMGO",19,"2019-10-12 15:02:00",-55.260376,-2.1011071,"G",NA,NA,NA,NA,"3D",16.81513804,22,"9/24/2019 15:02","11/5/2019 15:02",42
"A179676","AMGO",19,"2019-10-14 15:02:00",-55.260376,-2.1011584,"G",NA,NA,NA,NA,"3D",5.710689878,22,"9/24/2019 15:02","11/5/2019 15:02",42
"A179676","AMGO",19,"2019-10-16 15:02:00",-55.2617874,-2.1005185,"G",NA,NA,NA,NA,"3D",172.413911,22,"9/24/2019 15:02","11/5/2019 15:02",42
"A179676","AMGO",19,"2019-10-18 15:02:00",-55.2613487,-2.1012609,"G",NA,NA,NA,NA,"3D",95.97759699,22,"9/24/2019 15:02","11/5/2019 15:02",42
"A179676","AMGO",19,"2019-10-20 15:02:00",-55.2587128,-2.1025407,"G",NA,NA,NA,NA,"3D",326.0066979,22,"9/24/2019 15:02","11/5/2019 15:02",42
"A179676","AMGO",19,"2019-10-22 15:02:00",-55.2589684,-2.1022336,"G",NA,NA,NA,NA,"3D",44.46567095,22,"9/24/2019 15:02","11/5/2019 15:02",42
"A179676","AMGO",19,"2019-10-24 15:02:00",-55.2589951,-2.1021569,"G",NA,NA,NA,NA,"3D",9.040089064,22,"9/24/2019 15:02","11/5/2019 15:02",42
"A179676","AMGO",19,"2019-10-26 15:02:00",-55.2596855,-2.1014912,"G",NA,NA,NA,NA,"3D",106.7255848,22,"9/24/2019 15:02","11/5/2019 15:02",42
"A179676","AMGO",19,"2019-10-28 15:02:00",-55.2585869,-2.10272,"G",NA,NA,NA,NA,"3D",183.4323482,22,"9/24/2019 15:02","11/5/2019 15:02",42
"A179676","AMGO",19,"2019-10-30 15:02:00",-55.2588158,-2.1023359,"G",NA,NA,NA,NA,"3D",49.76585071,22,"9/24/2019 15:02","11/5/2019 15:02",42
"A179676","AMGO",19,"2019-11-01 15:02:00",-55.2582779,-2.1029503,"G",NA,NA,NA,NA,"3D",90.87614082,22,"9/24/2019 15:02","11/5/2019 15:02",42
"A179676","AMGO",19,"2019-11-03 15:02:00",-55.2619667,-2.1009023,"G",NA,NA,NA,NA,"3D",469.4363469,22,"9/24/2019 15:02","11/5/2019 15:02",42
"A179676","AMGO",19,"2019-11-05 15:02:00",-55.2817535,-2.0920191,"G",NA,NA,NA,NA,"3D",2413.104497,22,"9/24/2019 15:02","11/5/2019 15:02",42
"A179678","AMGO",20,"2019-10-24 15:02:00",-56.4116096,-2.1914239,"G",NA,NA,NA,NA,"3D",NA,5,"10/24/2019 15:02","11/1/2019 15:02",8
"A179678","AMGO",20,"2019-10-26 15:02:00",-56.4119186,-2.1925759,"G",NA,NA,NA,NA,"3D",132.7666512,5,"10/24/2019 15:02","11/1/2019 15:02",8
"A179678","AMGO",20,"2019-10-28 15:02:00",-56.396328,-2.1846657,"G",NA,NA,NA,NA,"3D",1945.014897,5,"10/24/2019 15:02","11/1/2019 15:02",8
"A179678","AMGO",20,"2019-10-30 15:02:00",-56.40905,-2.1860993,"G",NA,NA,NA,NA,"3D",1424.146341,5,"10/24/2019 15:02","11/1/2019 15:02",8
"A179678","AMGO",20,"2019-11-01 15:02:00",-56.4361343,-2.2008193,"G",NA,NA,NA,NA,"3D",3429.585547,5,"10/24/2019 15:02","11/1/2019 15:02",8
"A179680","AMGO",21,"2019-10-22 15:02:00",-56.3241844,-2.0766847,"G",NA,NA,NA,NA,"3D",NA,5,"10/22/2019 15:02","10/30/2019 15:02",8
"A179680","AMGO",21,"2019-10-24 15:02:00",-56.3171196,-2.0772736,"G",NA,NA,NA,NA,"3D",788.6626017,5,"10/22/2019 15:02","10/30/2019 15:02",8
"A179680","AMGO",21,"2019-10-26 15:02:00",-56.3161736,-2.0763009,"G",NA,NA,NA,NA,"3D",150.9964278,5,"10/22/2019 15:02","10/30/2019 15:02",8
"A179680","AMGO",21,"2019-10-28 15:02:00",-56.3161736,-2.0763264,"G",NA,NA,NA,NA,"3D",2.838647015,5,"10/22/2019 15:02","10/30/2019 15:02",8
"A179680","AMGO",21,"2019-10-30 15:02:00",-56.3157883,-2.075968,"G",NA,NA,NA,NA,"3D",58.5578413,5,"10/22/2019 15:02","10/30/2019 15:02",8
"A179686","AMGO",22,"2019-10-04 15:02:00",-58.2871933,-3.2313216,"G",NA,NA,NA,NA,"3D",NA,3,"10/4/2019 15:02","10/8/2019 15:02",4
"A179686","AMGO",22,"2019-10-06 15:02:00",-58.2878609,-3.2305024,"G",NA,NA,NA,NA,"3D",117.5653296,3,"10/4/2019 15:02","10/8/2019 15:02",4
"A179686","AMGO",22,"2019-10-08 15:02:00",-58.29216,-3.2287617,"G",NA,NA,NA,NA,"3D",515.6103888,3,"10/4/2019 15:02","10/8/2019 15:02",4
"A179687","AMGO",23,"2019-09-12 15:02:00",-55.8497162,-1.7951872,"G",NA,NA,NA,NA,"3D",NA,17,"9/12/2019 15:02","10/14/2019 15:02",32
"A179687","AMGO",23,"2019-09-14 15:02:00",-55.8446198,-1.7974144,"G",NA,NA,NA,NA,"3D",618.8822264,17,"9/12/2019 15:02","10/14/2019 15:02",32
"A179687","AMGO",23,"2019-09-16 15:02:00",-55.8446465,-1.7975425,"G",NA,NA,NA,NA,"3D",14.56618774,17,"9/12/2019 15:02","10/14/2019 15:02",32
"A179687","AMGO",23,"2019-09-18 15:02:00",-55.8445969,-1.7976192,"G",NA,NA,NA,NA,"3D",10.1664802,17,"9/12/2019 15:02","10/14/2019 15:02",32
"A179687","AMGO",23,"2019-09-20 15:02:00",-55.8447495,-1.7972864,"G",NA,NA,NA,NA,"3D",40.7526181,17,"9/12/2019 15:02","10/14/2019 15:02",32
"A179687","AMGO",23,"2019-09-22 15:02:00",-55.8445969,-1.7977216,"G",NA,NA,NA,NA,"3D",51.33541354,17,"9/12/2019 15:02","10/14/2019 15:02",32
"A179687","AMGO",23,"2019-09-24 15:02:00",-55.8447227,-1.7977216,"G",NA,NA,NA,NA,"3D",13.9970993,17,"9/12/2019 15:02","10/14/2019 15:02",32
"A179687","AMGO",23,"2019-09-26 15:02:00",-55.8448753,-1.7977216,"G",NA,NA,NA,NA,"3D",16.97899327,17,"9/12/2019 15:02","10/14/2019 15:02",32
"A179687","AMGO",23,"2019-09-28 15:02:00",-55.8450813,-1.7976192,"G",NA,NA,NA,NA,"3D",25.5986423,17,"9/12/2019 15:02","10/14/2019 15:02",32
"A179687","AMGO",23,"2019-09-30 15:02:00",-55.8457718,-1.7974912,"G",NA,NA,NA,NA,"3D",78.13844128,17,"9/12/2019 15:02","10/14/2019 15:02",32
"A179687","AMGO",23,"2019-10-02 15:02:00",-55.8492279,-1.794624,"G",NA,NA,NA,NA,"3D",499.7455375,17,"9/12/2019 15:02","10/14/2019 15:02",32
"A179687","AMGO",23,"2019-10-04 15:02:00",-55.8460045,-1.796288,"G",NA,NA,NA,NA,"3D",403.661785,17,"9/12/2019 15:02","10/14/2019 15:02",32
"A179687","AMGO",23,"2019-10-06 15:02:00",-55.8456688,-1.79872,"G",NA,NA,NA,NA,"3D",273.29349,17,"9/12/2019 15:02","10/14/2019 15:02",32
"A179687","AMGO",23,"2019-10-08 15:02:00",-55.8466415,-1.7956992,"G",NA,NA,NA,NA,"3D",353.2609171,17,"9/12/2019 15:02","10/14/2019 15:02",32
"A179687","AMGO",23,"2019-10-10 15:02:00",-55.8466682,-1.7957504,"G",NA,NA,NA,NA,"3D",6.427319769,17,"9/12/2019 15:02","10/14/2019 15:02",32
"A179687","AMGO",23,"2019-10-12 15:02:00",-55.8470268,-1.8296704,"G",NA,NA,NA,NA,"3D",3776.167922,17,"9/12/2019 15:02","10/14/2019 15:02",32
"A179687","AMGO",23,"2019-10-14 15:02:00",-55.8511734,-1.8530688,"G",NA,NA,NA,NA,"3D",2645.241708,17,"9/12/2019 15:02","10/14/2019 15:02",32
"A179689","AMGO",24,"2019-09-12 15:02:00",-54.9498749,-1.7960832,"G",NA,NA,NA,NA,"3D",NA,8,"9/12/2019 15:02","9/26/2019 15:02",14
"A179689","AMGO",24,"2019-09-14 15:02:00",-54.9603462,-1.7865601,"G",NA,NA,NA,NA,"3D",1575.201927,8,"9/12/2019 15:02","9/26/2019 15:02",14
"A179689","AMGO",24,"2019-09-16 15:02:00",-54.9601135,-1.7865856,"G",NA,NA,NA,NA,"3D",26.04659816,8,"9/12/2019 15:02","9/26/2019 15:02",14
