"stop_id","scale","used","jrc_permanent_prop","jrc_semi_prop","jrc_temporary_prop","jrc_dry_prop"
17,2,1,0,0.000143133506796175,0.00121663480776749,0.998640231685436
18,2,1,0.280684695463871,0.365246186188969,0.345453549656431,0.00861556869072847
19,2,1,0.265034851222091,0.113564078209982,0.121772815062946,0.499628255504981
20,2,1,0.104899324991884,0.800281077708148,0.0507241264456178,0.0440954708543497
21,2,1,0.116112476468549,0.33642757091902,0.353282231516585,0.194177721095845
22,2,1,0.264378981991834,0.377423317432046,0.0852620173796409,0.272935683196479
23,2,1,0.262387338630458,0.109946363376178,0.0595805671121297,0.568085730881234
24,2,1,0,0.0107506927949327,0.0419939447923415,0.947255362412726
25,2,1,0.00583136850633698,0.949757403487801,0.0374050396090569,0.00700618839680519
26,2,1,0,0,0.000774616440591889,0.999225383559408
27,2,1,0,0.652163952250869,0.139516324443572,0.208319723305559
28,2,1,0.0382512094244017,0.708247588460596,0.155658711791522,0.0978424903234802
29,2,1,0.0611843505639029,0.134533289676092,0.264269992704448,0.540012367055557
30,2,1,0,0.336626079606983,0.125098133317448,0.538275787075568
31,2,1,0.122088598216924,0.64343149744578,0.0394729554079203,0.195006948929376
32,2,1,0,0,0.131316126340357,0.868683873659644
33,2,1,0,0.0410518607455112,0.168569745455607,0.790378393798881
9,2,1,0,0.388100394646833,0.0904464101527831,0.521453195200384
10,2,1,0,7.09346713930485e-05,0.000354673356965242,0.999574391971642
11,2,1,0,1,0,0
12,2,1,0,0.000209344881873388,0.000348908136455646,0.999441746981671
13,2,1,0.107791554488891,0.385480870293452,0.15142791301562,0.355299662202038
14,2,1,0.00126585196363072,0.44492433561747,0.218388840037692,0.335420972381207
15,2,1,0,0.998852921479664,0.00114707852033618,0
16,2,1,0,0,0.00143223908395111,0.998567760916049
300,2,1,0,0.160415419096685,0.0629657555694605,0.776618825333854
301,2,1,0,0,0.00878289103770269,0.991217108962297
302,2,1,0.000430184439469676,0.337216802273173,0.107986135127399,0.554366878159958
303,2,1,0.0105070478929887,0.344267832568984,0.158698541227528,0.486526578310499
304,2,1,0,0.00744348269340366,0.222139240354019,0.770417276952578
305,2,1,0,0,0,1
306,2,1,0.0452060206184872,0.597196566337064,0.201314255181927,0.156283157862521
307,2,1,0,0.000138252295801359,0.00112553633758283,0.998736211366616
308,2,1,0,0,0,1
309,2,1,0.162553060078608,0.485747332959012,0.049720381807973,0.301979225154408
310,2,1,0,0.000138925284892175,0.0620532939185048,0.937807780796603
311,2,1,0,0.000209081002900076,0.054719641506706,0.945071277490394
312,2,1,7.13684979450071e-05,0.330800824516059,0.495658696251475,0.173469110734522
313,2,1,0,0,0.000208099221708911,0.999791900778291
314,2,1,0,0,0.000502002102502924,0.999497997897497
315,2,1,0.0444881117633629,0.00781947479380694,0.0312484401011101,0.91644397334172
316,2,1,0,0,0.00153151584369491,0.998468484156305
317,2,1,0,0.0650103008011242,0.0249582482321299,0.910031450966746
318,2,1,0.0601338345000273,0.353782934629151,0.112602398253674,0.473480832617147
319,2,1,0,0,0.0391154532309406,0.960884546769059
320,2,1,0,0,0.00583036087206094,0.994169639127939
322,2,1,0,0,0.00139250173311858,0.998607498266881
323,2,1,0.00675311688792671,0.548664022544619,0.125144635496104,0.31943822507135
324,2,1,0,0,0.0091003555603402,0.99089964443966
325,2,1,0,0,0,1
326,2,1,0,0.00116853567889531,0.00269469862580849,0.996136765695296
327,2,1,0,0,0.244272235568857,0.755727764431143
329,2,1,0,0,0.000486738356727678,0.999513261643272
330,2,1,0,0.000704264834510192,0.00584539812643459,0.993450337039055
331,2,1,0,0,0,1
332,2,1,0,0.0579729346232201,0.135583410959348,0.806443654417431
333,2,1,0,0.00113001078772553,0.00162439050735546,0.997245598704919
334,2,1,0,0.316428751828862,0.0372537604813945,0.646317487689744
335,2,1,0,0.249580325159763,0.147440088938161,0.602979585902075
336,2,1,0,6.94707608464972e-05,0.0107513494354752,0.989179179803678
337,2,1,0,6.94284297712374e-05,0.0208285289313712,0.979102042638858
338,2,1,0.00257335534421151,0.333879680780596,0.130314658566484,0.533232305308709
339,2,1,0,0.0403620598755813,0.258108904251167,0.701529035873252
340,2,1,0.00991744078800291,0.920435511358211,0.0268247226026205,0.0428223252511658
341,2,1,0,0,0.0524114875910442,0.947588512408956
342,2,1,0,0,0.00094927063872353,0.999050729361276
343,2,1,0,0,0.000278127709700113,0.9997218722903
344,2,1,0,0.067189127360707,0.017901419579848,0.914909453059445
345,2,1,0.00245058746034987,0.475678348372116,0.114617066528964,0.407253997638571
346,2,1,0.000905893740798001,0.268043122648147,0.00853269323123623,0.722518290379819
347,2,1,0,0.000282150807947137,0.00049376391390749,0.999224085278145
348,2,1,0,0,0.000213984637301634,0.999786015362698
349,2,1,0,0.257060342062875,0.572519315406959,0.170420342530166
350,2,1,0,0,0.0343217648247856,0.965678235175214
351,2,1,0,0,0.0113600592041228,0.988639940795877
352,2,1,0,0.681622666292661,0.0392056936408151,0.279171640066523
353,2,1,0,0.354310156091628,0.141721737955267,0.503968105953105
354,2,1,0,0.0114217321992342,0.614443926265655,0.374134341535111
355,2,1,0,0,0.264711313175247,0.735288686824753
356,2,1,0.0764937157191723,0.419803478091122,0.0811666784465379,0.422536127743167
357,2,1,0,6.97962960884787e-05,0.190519801756622,0.809410401947289
358,2,1,0.135886955650463,0.413001043224639,0.10016893110311,0.350943070021788
359,2,1,0,0,0.0791033414589072,0.920896658541093
360,2,1,0,0,0,1
361,2,1,0,0,0.00083358510758344,0.999166414892417
362,2,1,0,0,0.00104293454788174,0.998957065452118
363,2,1,0,0.123348656187255,0.37842226828191,0.498229075530834
364,2,1,0,0.00104677597105918,0.154871394335697,0.844081829693244
365,2,1,0,0.0446452022114717,0.321914788808375,0.633440008980153
366,2,1,0,0.000205665063261101,0.00194290748754485,0.997851427449194
53,2,1,0,0.00466212476543944,0.0553327449582292,0.940005130276331
54,2,1,0,0,0.000303679660058407,0.999696320339942
55,2,1,0.110167932430432,0.31306397970284,0.255418011005249,0.321350076861479
56,2,1,0,0.0947878797058616,0.276626912847688,0.62858520744645
57,2,1,0,0.0385477903310683,0.132770113392138,0.828682096276794
64,2,1,0,0,0.0395879329857697,0.96041206701423
65,2,1,0,0.0353961052428752,0.308485608127572,0.656118286629553
66,2,1,0,0,0.00260515177490965,0.99739484822509
48,2,1,0,0,0.000417560236475551,0.999582439763524
51,2,1,0.000428835697068221,0.26380290375021,0.0869451762991199,0.648823084253602
52,2,1,0,0.180776036610734,0.457020385522119,0.362203577867147
58,2,1,0,0,0.00326093936272088,0.996739060637279
61,2,1,0,0.0894987742103623,0.0202561772700252,0.890245048519612
62,2,1,0.000282371544478225,0.267927963143316,0.0301713995274983,0.701618265784708
63,2,1,0,0.000419158215240757,0.952849632058535,0.0467312097262239
67,2,1,0,0.550071251947535,0.14850706086257,0.301421687189895
195,2,1,0,0.030597374449551,0.135470548586448,0.833932076964001
196,2,1,0,0.228682851834124,0.264694762860626,0.506622385305251
1,2,1,0,0.562025991887059,0.255351299805203,0.182622708307738
2,2,1,0,0.0770887521731513,0.0267143187647965,0.896196929062052
3,2,1,0.0886100140324272,0.627749750083399,0.0270179729171064,0.256622262967067
4,2,1,0,0,0.0163747363090335,0.983625263690966
5,2,1,0,0.400765527329865,0.0959811782107386,0.503253294459396
6,2,1,0.00817806447696974,0.419950902950712,0.0663012488387502,0.505569783733568
7,2,1,0,0.69164646110864,0.0268065662090947,0.281546972682266
8,2,1,0.00374886086471777,0.412959392723295,0.129818314065741,0.453473432346247
34,2,1,0,0.0332544939568971,0.125912031222417,0.840833474820686
35,2,1,0,0.551085416124432,0.385342258684144,0.0635723251914242
36,2,1,0.175285645363375,0.613538394620092,0.119621644055095,0.0915543159614383
37,2,1,0,0.205442885619533,0.149391281165188,0.645165833215278
38,2,1,0,0.516656891397503,0.196136408491773,0.287206700110724
39,2,1,0,0,0.00696756613938462,0.993032433860615
40,2,1,0,0.00278821591331884,0.00159469204866361,0.995617092038018
41,2,1,0,0,0.000764894166461696,0.999235105833538
42,2,1,0,6.94672218232776e-05,0.00457012593453845,0.995360406843638
43,2,1,0,0,0.0446804157448664,0.955319584255134
44,2,1,0.150571897214047,0.381782733527737,0.116190679948136,0.351454689310079
45,2,1,0.00783451042874429,0.436688591127571,0.184627398827407,0.370849499616278
46,2,1,0.225221118129664,0.407553408792142,0.115951347270067,0.251274125808126
47,2,1,0,0.0947762196530557,0.14917406399634,0.756049716350605
49,2,1,0,0.706059338495696,0.111124042317655,0.18281661918665
104,2,1,0,0.0502774414850686,0.0265839386602099,0.923138619854721
105,2,1,0,0.0916894120338324,0.0832604528427708,0.825050135123397
106,2,1,0,0.136731594763266,0.443079848357476,0.420188556879258
108,2,1,0.0315892477090385,0.150074751338815,0.104057063650639,0.714278937301508
109,2,1,0.00565767027245565,0.205151698424124,0.648239726350089,0.140950904953331
111,2,1,0.0158377213823289,0.348352033414271,0.0927749563817767,0.543035288821624
112,2,1,0,0.116370571319546,0.258702557371108,0.624926871309346
113,2,1,0,0.148644062491248,0.108663634251899,0.742692303256853
114,2,1,0,0.0508000620972942,0.00843040697503661,0.940769530927669
116,2,1,0,0,0.0308190777156942,0.969180922284306
119,2,1,0,0.269247754470255,0.211839031994985,0.51891321353476
117,2,1,0.017842331676817,0.303881932778645,0.121844347639135,0.556431387905403
120,2,1,0,0.039662688020176,0.194328713660503,0.766008598319321
121,2,1,0,0,0.000464573144236945,0.999535426855763
130,2,1,0,0.00184675744856041,0.00504299311752124,0.993110249433918
131,2,1,0,0.00389451817428418,0.0197458903924233,0.976359591433293
132,2,1,0,0.147171188589877,0.025735865468804,0.827092945941319
140,2,1,0,0.20451736329489,0.0265894441964698,0.76889319250864
141,2,1,0,0.00187538397747477,0.0250901465138644,0.973034469508661
142,2,1,0,0,0.000273749294491708,0.999726250705508
143,2,1,0.114749202199844,0.440130008131128,0.0923776439510199,0.352743145718009
144,2,1,0,0.00048047301154831,0.0373401552425797,0.962179371745872
