"stop_id","scale","used","jrc_permanent_prop","jrc_semi_prop","jrc_temporary_prop","jrc_dry_prop"
145,2,1,0,0.00222075105355987,0.560311602305782,0.437467646640658
146,2,1,0,0,0.00075922478412844,0.999240775215872
147,2,1,0,0.0159678673958166,0.115770200628057,0.868261931976126
148,2,1,0,0.00223388965986694,0.0778351914221245,0.919930918918009
149,2,1,0,0.457309706170347,0.0532927404595942,0.489397553370059
150,2,1,0,0.0028415112622258,0.0431171621872986,0.954041326550476
151,2,1,0.0103993589186796,0.463032471553417,0.0830998859614959,0.443468283566407
152,2,1,0,0.110666502966235,0.0520233289819086,0.837310168051856
153,2,1,0,6.96724166902323e-05,0.316869058206523,0.683061269376787
154,2,1,0,0,0.143595132104221,0.856404867895779
156,2,1,0,0.0640536894177881,0.0650488808939011,0.870897429688311
157,2,1,0,0.0697844280590364,0.0670189484050069,0.863196623535957
158,2,1,0.00664808808947993,0.228326714212948,0.093200223929697,0.671824973767875
159,2,1,0,0,0.40404759735786,0.59595240264214
160,2,1,0,0.000209568715801262,0.0117358480848707,0.988054583199328
161,2,1,0,0.0001390728422644,0.11817373906608,0.881687188091656
163,2,1,0,0.0404181342138299,0.223057821517043,0.736524044269127
164,2,1,0,0,0.00063201473646785,0.999367985263532
165,2,1,0,0.0235520508011314,0.393954045941064,0.582493903257805
166,2,1,0,0.0251762494294472,0.155650581585261,0.819173168985292
167,2,1,0,0.000320847144582048,0.121610798628277,0.878068354227141
168,2,1,0,0.0713239424424013,0.133420829438656,0.795255228118943
171,2,1,0.0283255228752211,0.639068748395712,0.104839024143924,0.227766704585143
172,2,1,0,0.281523972001846,0.555309310492829,0.163166717505325
173,2,1,0.323461021507263,0.667548313527619,0.00899066496511816,0
174,2,1,0,0.0061590302698322,0.0231008534191205,0.970740116311047
175,2,1,0,0,0,1
177,2,1,0,0.0663363438189732,0.0601530704638816,0.873510585717145
179,2,1,0,0.382400391237496,0.139964385230785,0.47763522353172
180,2,1,0,0,0.0964859521935991,0.903514047806401
181,2,1,0,0,0.0258724598338561,0.974127540166144
182,2,1,0,0,0.000481377239386291,0.999518622760614
183,2,1,0.00657920578184532,0.718075841829721,0.00777889379562658,0.267566058592807
186,2,1,0.0169188397869326,0.41610106130172,0.150039456929175,0.416940641982173
187,2,1,0,0.0425347500793987,0.060609162445901,0.8968560874747
188,2,1,0.422140914325586,0.0448150995727052,0.0363214258763262,0.496722560225383
189,2,1,0,0.121737910060552,0.609615269322375,0.268646820617073
190,2,1,0,0,0.00192086416288928,0.998079135837111
191,2,1,0,0.852220398266169,0.0434587034891206,0.104320898244711
192,2,1,0,0,0.00279196800076204,0.997208031999238
193,2,1,0,0.266956777629163,0.167801435080486,0.565241787290351
194,2,1,0,0.211298916462058,0.474826908899406,0.313874174638536
68,2,1,0,0,0.000354060251890959,0.999645939748109
69,2,1,0,0.00816129241389611,0.0458197687921041,0.946018938794
70,2,1,0,0.00170651441432207,0.0746155708263455,0.923677914759332
71,2,1,0,0,0.00083455471051588,0.999165445289484
72,2,1,0,0.0609360715308591,0.0180235563806656,0.921040372088475
73,2,1,0,0.00210262089167894,0.0242689755705656,0.973628403537755
74,2,1,0,0,0.00231558619277729,0.997684413807223
75,2,1,0.0139162916693457,0.402786009920875,0.131237223019777,0.452060475390002
76,2,1,0.000285073628649117,0.116306127713544,0.0414720643215541,0.841936734336252
77,2,1,0.000357252034165063,0.212083860922203,0.013806179983855,0.773752707059777
78,2,1,0,0.167149291608544,0.135670268847022,0.697180439544434
79,2,1,0,0.0400561251283274,0.19471112682847,0.765232748043203
80,2,1,0,0,0.0351309823532934,0.964869017646707
81,2,1,0,6.90068747084121e-05,0.0659015653465335,0.934029427778758
82,2,1,0,0,0.000205420744648857,0.999794579255351
83,2,1,0.149978986798997,0.531631740987188,0.125856729807268,0.192532542406547
84,2,1,0,0.00673002014071484,0.0193837150769763,0.973886264782309
85,2,1,0,0.232901421145421,0.245340853124789,0.52175772572979
86,2,1,0,0.113896332752886,0.0249756195541877,0.861128047692927
87,2,1,0,0.0314256738057979,0.0421550848426631,0.926419241351539
88,2,1,0.0267579796373535,0.806770198123654,0.114516022163975,0.0519558000750179
89,2,1,0,0.000136657104320857,0.487045645937601,0.512817696958078
90,2,1,0,0.338844017931911,0.282929558305009,0.37822642376308
91,2,1,0,0,0.00676986076409216,0.993230139235908
92,2,1,0,0.115227864665514,0.0129208164501837,0.871851318884303
93,2,1,0.0470280647687372,0.421178669765327,0.286673795830842,0.245119469635093
94,2,1,0,0.223404738093837,0.00916972707078008,0.767425534835382
95,2,1,0,0.239744149080686,0.51989638212172,0.240359468797595
96,2,1,0.00135628805374764,0.259692350759325,0.0347528868360277,0.704198474350899
97,2,1,0,0.248087756968813,0.107115848371216,0.644796394659971
98,2,1,0,0.0120649473621686,0.0212026889117465,0.966732363726085
99,2,1,0.0139875857187945,0.40473195313111,0.0424021459727286,0.538878315177367
100,2,1,0.0119666422359557,0.362639686761911,0.103095537954694,0.52229813304744
101,2,1,0,0.162555279679421,0.395231897759496,0.442212822561083
102,2,1,0,0.0198813780861054,0.00343968478998364,0.976678937123911
103,2,1,0,0.22458160276438,0.0481563339497853,0.727262063285835
198,2,1,0,0,0.08490901716439,0.91509098283561
199,2,1,0,0,0,1
200,2,1,0,0,0,1
201,2,1,0,0,0.000349919040215812,0.999650080959784
202,2,1,0,0.721988559655834,0.101275947556374,0.176735492787792
204,2,1,0,5.82211341099566e-05,0.029316766904951,0.970625011960939
205,2,1,0,0,0.0161778389902355,0.983822161009764
206,2,1,0,0,0.0115146970905955,0.988485302909405
207,2,1,0,0.00399757885232677,0.00405603770903936,0.991946383438634
208,2,1,0,0,0,1
209,2,1,0,0,0,1
210,2,1,0,0,0,1
211,2,1,0,0.0223945107785402,0.0648841104327624,0.912721378788697
212,2,1,0,0,0,1
213,2,1,0,0.000989408342125765,0.00127209643987598,0.997738495217998
17,3,1,0,6.35174863017069e-05,0.000793968578771336,0.999142513934927
18,3,1,0.318001467328019,0.405430011120881,0.240614373183446,0.0359541483676537
19,3,1,0.264510355296203,0.169084471951301,0.124409736579026,0.44199543617347
20,3,1,0.191574842508765,0.653867365142206,0.0664956479140517,0.0880621444349771
21,3,1,0.172820402932879,0.392262738799084,0.244392463798629,0.190524394469408
22,3,1,0.331627543168622,0.288516999491005,0.0608787619403234,0.31897669540005
23,3,1,0.213675780942983,0.175944623192438,0.0514507281398967,0.558928867724683
24,3,1,0,0.0195466303723412,0.0435177546230097,0.936935615004649
25,3,1,0.0162842741560773,0.810026323020874,0.0846037582682763,0.089085644554772
26,3,1,0,0,0.000343710490142187,0.999656289509858
27,3,1,0,0.744225553010712,0.104270010642941,0.151504436346347
28,3,1,0.0385977995296076,0.651273045896816,0.208587368265054,0.101541786308522
29,3,1,0.212590673588041,0.226940207327251,0.202526587493331,0.357942531591377
30,3,1,0,0.378078752173206,0.13473981063423,0.487181437192564
31,3,1,0.193395846210934,0.511605375315582,0.0493769965220807,0.245621781951403
32,3,1,0,3.17745685325109e-05,0.0878156865686781,0.912152538862789
33,3,1,0,0.0504116364542453,0.147154052202081,0.802434311343674
9,3,1,0.0228194463081975,0.349907737986858,0.0730447511918736,0.554228064513071
10,3,1,0,3.14743162173945e-05,0.000944229486521834,0.999024296197261
11,3,1,0,0.995047656392063,0.00495234360793722,0
12,3,1,0,0.000123853956271782,0.000185780934407673,0.999690365109321
13,3,1,0.116355840532513,0.340742271414778,0.116723105306596,0.426178782746113
14,3,1,0.0165757123548685,0.351850493662884,0.148277730462909,0.483296063519338
15,3,1,0,0.996656119889283,0.00308945038314747,0.000254429727569369
16,3,1,0,0,0.0030606649718359,0.996939335028164
300,3,1,0,0.0804026457961746,0.0431492848635245,0.876448069340301
301,3,1,0,0,0.00959758497808583,0.990402415021914
302,3,1,0.00440245704376912,0.276643440519868,0.0833182614092803,0.635635841027082
303,3,1,0.00675555274210918,0.33536067621073,0.105099418638412,0.552784352408749
304,3,1,0,0.00482762127517405,0.185980165491052,0.809192213233774
305,3,1,0,0,0,1
306,3,1,0.0508533875843893,0.498221257788539,0.131246031595725,0.319679323031347
307,3,1,0,6.13618357054897e-05,0.00491604557860902,0.995022592585685
308,3,1,0,0,0,1
309,3,1,0.11366207809838,0.346012611846585,0.0834374189150792,0.456887891139955
310,3,1,0,0.00155573686278065,0.0789045417459885,0.919539721391231
311,3,1,0,0.015758681028708,0.0861912900378652,0.898050028933427
312,3,1,3.16725411985237e-05,0.297244066615179,0.39787220142047,0.304852059423152
313,3,1,0,0,0.000646384009558033,0.999353615990442
314,3,1,0,0,0.000372493809240243,0.99962750619076
315,3,1,0.103452416139372,0.00718834778386107,0.0200766595715169,0.86928257650525
316,3,1,0,0,0.00144940628762969,0.99855059371237
317,3,1,0,0.0585892602335218,0.0221129396662041,0.919297800100274
318,3,1,0.0364235221268143,0.285216750917694,0.0869859602638458,0.591373766691646
319,3,1,0,0.000278518200648638,0.0412782177165246,0.958443264082827
320,3,1,0,0,0.0054117111033729,0.994588288896627
322,3,1,0,0,0.000617894066787322,0.999382105933213
323,3,1,0.0379130313559359,0.616723705182134,0.108084781700874,0.237278481761056
324,3,1,0,0,0.00883756539523102,0.991162434604769
325,3,1,0,0.0112446926172494,0.0143426670269826,0.974412640355768
326,3,1,0,0.00100328419088796,0.00221938624044912,0.996777329568663
327,3,1,0,0,0.153978464347208,0.846021535652792
329,3,1,0,0.00463560942256099,0.0158253452598558,0.979539045317583
330,3,1,0,0.00031250264248558,0.0027500232538731,0.996937474103641
331,3,1,0,0,0,1
332,3,1,0,0.052808303879125,0.0741121066745762,0.873079589446299
333,3,1,0,0.0008692661559728,0.00166256985657354,0.997468163987454
334,3,1,0,0.215965432580457,0.0217447859600256,0.762289781459517
335,3,1,0,0.152647953696843,0.0839894869011791,0.763362559401978
336,3,1,0,3.08213602421133e-05,0.00610262932793843,0.99386654931182
337,3,1,0,0.000308099910397297,0.0175458670148961,0.982146033074707
338,3,1,0.00114208068439247,0.246889602972694,0.122883900531491,0.629084415811423
339,3,1,0,0.0891161028493758,0.326192589060843,0.584691308089781
340,3,1,0.0463580111320527,0.723138250585938,0.100674893001045,0.129828845280963
341,3,1,0,0,0.0555848757436735,0.944415124256326
342,3,1,0,0,0.0049798697067694,0.995020130293231
343,3,1,0,0,0.000370263978856717,0.999629736021143
344,3,1,0,0.053903093964689,0.0157139487709357,0.930382957264375
345,3,1,0.00162306157712163,0.307683053078045,0.0683690196795436,0.62232486566529
346,3,1,0.000972025583270683,0.185591961735761,0.00607562100814731,0.807360391672821
347,3,1,0,0.000125237260147625,0.000219165205258344,0.999655597534594
348,3,1,0,0,0.00507982196107221,0.994920178038928
349,3,1,0,0.258687145749438,0.367773732843794,0.373539121406768
350,3,1,0,0,0.0228368917450635,0.977163108254936
351,3,1,0,0,0.00796377502020272,0.992036224979797
352,3,1,0.00176811593119547,0.512413377331912,0.0578696669819923,0.4279488397549
353,3,1,0,0.326659106412496,0.109607854988952,0.563733038598552
354,3,1,0,0.0537925017131757,0.483428155805854,0.46277934248097
355,3,1,0,0.000819635708289818,0.174849749641417,0.824330614650293
356,3,1,0.136687686139085,0.302645675324767,0.0496931844108629,0.510973454125285
357,3,1,0,0.00317300094684719,0.164475070709868,0.832351928343285
358,3,1,0.0888648067579186,0.325157585472746,0.0881737669378854,0.49780384083145
359,3,1,0,1.61081294800735e-05,0.035882322792271,0.964101569078249
360,3,1,0,0,6.05245556429535e-05,0.999939475444357
361,3,1,0,0.0453918413825507,0.00889313602060489,0.945715022596844
362,3,1,0,0,0.00209795159345715,0.997902048406543
363,3,1,0,0.0793497285921357,0.295745043815652,0.624905227592212
364,3,1,0,0.00829420907551628,0.111847227226476,0.879858563698008
365,3,1,0,0.0512453018057483,0.251861294326599,0.696893403867653
366,3,1,0,0.000277773575200085,0.00638879222960195,0.993333434195198
53,3,1,0,0.00499301069472502,0.0346541938105894,0.960352795494686
54,3,1,0,0,0.000190556540927995,0.999809443459072
55,3,1,0.237456490512293,0.281445599575287,0.16395562340622,0.3171422865062
56,3,1,0,0.0974224273782475,0.266860380682848,0.635717191938905
57,3,1,0,0.0171071598224377,0.122582221802544,0.860310618375018
64,3,1,0,0.0388820530465936,0.0249200654416714,0.936197881511735
65,3,1,0,0.0578387340250775,0.266968553440865,0.675192712534058
66,3,1,0,0,0.00798546122044133,0.992014538779559
48,3,1,0,0,0.000185282221759084,0.999814717778241
51,3,1,0.0118081819588211,0.233442031815136,0.101651941674406,0.653097844551637
52,3,1,0,0.203259067418728,0.562590885864584,0.234150046716688
58,3,1,0,0,0.00369224205499007,0.99630775794501
61,3,1,0,0.0617813311161962,0.0153358346656278,0.922882834218176
62,3,1,0.00109642778300091,0.222224597303881,0.0166874465836969,0.759991528329421
63,3,1,0,0.00142593992598971,0.862471801825227,0.136102258248783
67,3,1,0,0.526789123968528,0.151258395701401,0.321952480330071
195,3,1,0,0.042125788479184,0.133983802779945,0.823890408740871
196,3,1,0,0.20182944298929,0.242835801596699,0.555334755414011
1,3,1,0,0.414959045666019,0.252494981218009,0.332545973115972
2,3,1,0,0.0483227954211262,0.0192147073808913,0.932462497197982
3,3,1,0.0999451362109862,0.51659140096475,0.0410294836430703,0.342433979181194
4,3,1,0,0,0.0087132291515427,0.991286770848457
5,3,1,0.000333927578116047,0.387798525706002,0.0927489459397686,0.519118600776113
6,3,1,0.00476968292270208,0.427594155723102,0.0456576494927738,0.521978511861422
7,3,1,0,0.599092574012645,0.0623309602561579,0.338576465731197
8,3,1,0.00760275591022205,0.340380759674898,0.122652062595712,0.529364421819168
34,3,1,0,0.0281343105961227,0.0872220262352047,0.884643663168673
35,3,1,0,0.467302827829157,0.266900462878085,0.265796709292757
36,3,1,0.324705527098888,0.452631866358999,0.133336042964443,0.0893265635776706
37,3,1,0,0.29855182849475,0.114452308041902,0.586995863463349
38,3,1,0,0.38996460143712,0.234860731345987,0.375174667216893
39,3,1,0,3.03821755996816e-05,0.00507382332514682,0.994895794499253
40,3,1,0,0.00131732453968978,0.000909581229785803,0.997773094230524
41,3,1,0,0,0.000339325092673251,0.999660674907327
42,3,1,0,0.00934905809536105,0.00611303629285907,0.98453790561178
43,3,1,0,0.00652133218424558,0.0448674113409221,0.948611256474832
44,3,1,0.119652783833954,0.303624777305742,0.100209176872189,0.476513261988115
45,3,1,0.0234689211331311,0.430904174791759,0.201911270878631,0.343715633196479
46,3,1,0.171333861855742,0.359707773055752,0.0707822036094151,0.398176161479092
47,3,1,0,0.179748643479874,0.153339274188158,0.666912082331968
49,3,1,0,0.697236680623984,0.1296955330638,0.173067786312216
104,3,1,0,0.030780554207402,0.013473619234747,0.955745826557851
105,3,1,0,0.109603101343189,0.107410347308773,0.782986551348038
106,3,1,0,0.0989791015728473,0.244481089477956,0.656539808949196
108,3,1,0.130606353316891,0.236265918359771,0.0653007474680986,0.567826980855239
109,3,1,0.00257267331084518,0.121163614121612,0.689608697179516,0.186655015388027
111,3,1,0.0138864004765782,0.242648191031267,0.0631462417160806,0.680319166776074
112,3,1,0,0.118876368157762,0.172225717523902,0.708897914318336
113,3,1,0,0.111732861882546,0.103063008617948,0.785204129499506
114,3,1,0,0.0493451024456153,0.0818178534720945,0.86883704408229
116,3,1,0,3.08572208558995e-05,0.0345473814441373,0.965421761335007
119,3,1,0,0.20694706860538,0.250547186277201,0.542505745117419
117,3,1,0.0179973813442607,0.210956637702747,0.062436046354709,0.708609934598283
120,3,1,0,0.0178970909118583,0.124186519203963,0.857916389884178
121,3,1,0,0,0.000303661912591335,0.999696338087409
130,3,1,0,0.00449502795399031,0.022293194025279,0.973211778020731
131,3,1,0,0.00172842686043122,0.0321926191713754,0.966078953968193
132,3,1,0,0.116714629018485,0.0157519159881712,0.867533454993344
140,3,1,0,0.148706955999452,0.0213367729353255,0.829956271065222
141,3,1,0,0.000890602785738072,0.0193420378364675,0.979767359377794
142,3,1,0,0,0.000242481582237581,0.999757518417763
143,3,1,0.0746677116327383,0.335101449828105,0.0841890675659557,0.506041770973201
144,3,1,0,0.00234563348410614,0.0351620434332238,0.96249232308267
145,3,1,0,0.0381369763837685,0.443784350915383,0.518078672700848
146,3,1,0,0.000357738229763772,0.000584942234702697,0.999057319535534
147,3,1,0,0.0225263698356022,0.0688849117491454,0.908588718415252
148,3,1,0,0.00177334135091416,0.0900183167732685,0.908208341875817
149,3,1,0.0837971556492033,0.350483833958479,0.0681073970326909,0.497611613359627
150,3,1,0,0.0454254531058332,0.0214227658125913,0.933151781081575
151,3,1,0.0106112374111918,0.325498225016268,0.0852360192524256,0.578654518320115
152,3,1,0,0.0742523925957669,0.0467038697206089,0.879043737683624
153,3,1,0,0.00312607765467421,0.194503724714068,0.802370197631257
154,3,1,0,0,0.093966895605362,0.906033104394638
156,3,1,0,0.0468042089379144,0.0444197777740119,0.908776013288074
157,3,1,0,0.0309743462188851,0.0300198683532932,0.939005785427822
158,3,1,0.00385585770750398,0.185196377892469,0.104098329348126,0.706849435051901
159,3,1,0,0.000822387630321813,0.228593625170605,0.770583987199074
160,3,1,0,0.00021700410095201,0.00561110603890197,0.994171889860146
161,3,1,0,9.25662299274971e-05,0.096781441935019,0.903125991835053
163,3,1,0,0.0184538523223093,0.137316410396048,0.844229737281643
164,3,1,0,0.00459840258501655,0.0164982573907695,0.978903340024214
165,3,1,0,0.0366573941055539,0.389562787910259,0.573779817984187
166,3,1,0,0.049809005219116,0.146166808188727,0.804024186592157
167,3,1,0,0.0135025665886979,0.246093865254513,0.740403568156789
168,3,1,0,0.0569157295945461,0.0908227761954098,0.852261494210044
171,3,1,0.0263804100236297,0.553928736495519,0.0987767903477634,0.320914063133088
172,3,1,0,0.142642887062692,0.42135047270174,0.436006640235568
