"loc_id","id","species","stop_id","lon","lat","timestamp","lc","used","pair","sim"
2749,"KCV","HUGO",57,-64.3223456955221,-15.2017543258091,"2019-09-12 22:30:00",NA,0,0,1
2750,"KCV","HUGO",57,-64.3224195400612,-15.2018393828614,"2019-09-12 22:30:00",NA,0,0,1
2751,"KCV","HUGO",57,-64.3224103391781,-15.2017783759107,"2019-09-12 22:30:00",NA,0,0,1
2752,"KCV","HUGO",57,-64.3224257860193,-15.2018478749789,"2019-09-12 22:30:00",NA,0,0,1
2753,"KCV","HUGO",57,-64.3224353281699,-15.2018213277716,"2019-09-12 22:30:00",NA,0,0,1
2754,"KCV","HUGO",57,-64.3225105882105,-15.2018510452956,"2019-09-12 22:30:00",NA,0,0,1
2755,"KCV","HUGO",57,-64.3223887558329,-15.2018385686365,"2019-09-12 22:30:00",NA,0,0,1
2756,"KCV","HUGO",57,-64.322415928874,-15.2017488620322,"2019-09-12 22:30:00",NA,0,0,1
2757,"KCV","HUGO",57,-64.322397047303,-15.201872725801,"2019-09-12 22:30:00",NA,0,0,1
2758,"KCV","HUGO",57,-64.3225148610809,-15.2017419813145,"2019-09-12 22:30:00",NA,0,0,1
2759,"KCV","HUGO",57,-64.3223835231351,-15.2018835752424,"2019-09-12 22:30:00",NA,0,0,1
2760,"KCV","HUGO",57,-64.3224298925964,-15.2017072246109,"2019-09-12 22:30:00",NA,0,0,1
2761,"KCV","HUGO",57,-64.322371740394,-15.20179392101,"2019-09-12 22:30:00",NA,0,0,1
2762,"KCV","HUGO",57,-64.322403155474,-15.2018759115648,"2019-09-12 22:30:00",NA,0,0,1
2763,"KCV","HUGO",57,-64.3224705520024,-15.2017447136472,"2019-09-12 22:30:00",NA,0,0,1
2764,"KCV","HUGO",57,-64.3224547624352,-15.201771900035,"2019-09-12 22:30:00",NA,0,0,1
2765,"KCV","HUGO",57,-64.3223735076866,-15.2017564367706,"2019-09-12 22:30:00",NA,0,0,1
2766,"KCV","HUGO",57,-64.3225154899058,-15.2032465315757,"2019-09-13 00:04:00",NA,0,0,1
2767,"KCV","HUGO",57,-64.3235077273837,-15.204230265306,"2019-09-13 00:04:00",NA,0,0,1
2768,"KCV","HUGO",57,-64.3227247453892,-15.2034575127791,"2019-09-13 00:04:00",NA,0,0,1
2769,"KCV","HUGO",57,-64.3234798332158,-15.2047035950653,"2019-09-13 00:04:00",NA,0,0,1
2770,"KCV","HUGO",57,-64.3238408772235,-15.2049932533403,"2019-09-13 00:04:00",NA,0,0,1
2771,"KCV","HUGO",57,-64.3235848811206,-15.2045590873137,"2019-09-13 00:04:00",NA,0,0,1
2772,"KCV","HUGO",57,-64.3229030932353,-15.2033816296676,"2019-09-13 00:04:00",NA,0,0,1
2773,"KCV","HUGO",57,-64.3233485620892,-15.2045529391317,"2019-09-13 00:04:00",NA,0,0,1
2774,"KCV","HUGO",57,-64.3228088966403,-15.2035464184834,"2019-09-13 00:04:00",NA,0,0,1
2775,"KCV","HUGO",57,-64.3231157687576,-15.2045058294642,"2019-09-13 00:04:00",NA,0,0,1
2776,"KCV","HUGO",57,-64.3237411583912,-15.2041055366504,"2019-09-13 00:04:00",NA,0,0,1
2777,"KCV","HUGO",57,-64.3239152468257,-15.2046737361347,"2019-09-13 00:04:00",NA,0,0,1
2778,"KCV","HUGO",57,-64.3233711600308,-15.2046864877369,"2019-09-13 00:04:00",NA,0,0,1
2779,"KCV","HUGO",57,-64.3234590316171,-15.2044161930253,"2019-09-13 00:04:00",NA,0,0,1
2780,"KCV","HUGO",57,-64.3228693948242,-15.2041112322193,"2019-09-13 00:04:00",NA,0,0,1
2781,"KCV","HUGO",57,-64.3235907477519,-15.2046984358311,"2019-09-13 00:04:00",NA,0,0,1
2782,"KCV","HUGO",57,-64.323617562057,-15.2045807826739,"2019-09-13 00:04:00",NA,0,0,1
2783,"KCV","HUGO",57,-64.3240001575905,-15.2047881891499,"2019-09-13 00:04:00",NA,0,0,1
2784,"KCV","HUGO",57,-64.3233507465846,-15.2042475054269,"2019-09-13 00:04:00",NA,0,0,1
2785,"KCV","HUGO",57,-64.3233553068065,-15.203620960519,"2019-09-13 00:04:00",NA,0,0,1
2786,"KCV","HUGO",57,-64.3231149277065,-15.2037782240812,"2019-09-13 00:04:00",NA,0,0,1
2787,"KCV","HUGO",57,-64.3231889121919,-15.2037330528342,"2019-09-13 00:04:00",NA,0,0,1
2788,"KCV","HUGO",57,-64.3234055791646,-15.2041904156941,"2019-09-13 00:04:00",NA,0,0,1
2789,"KCV","HUGO",57,-64.3233411460369,-15.2040066979693,"2019-09-13 00:04:00",NA,0,0,1
2790,"KCV","HUGO",57,-64.3234522796274,-15.205139808956,"2019-09-13 00:04:00",NA,0,0,1
2791,"KCV","HUGO",57,-64.3227738288733,-15.2032887065731,"2019-09-13 00:04:00",NA,0,0,1
2792,"KCV","HUGO",57,-64.3233105816693,-15.204199660049,"2019-09-13 00:04:00",NA,0,0,1
2793,"KCV","HUGO",57,-64.3230051253574,-15.2041515523698,"2019-09-13 00:04:00",NA,0,0,1
2794,"KCV","HUGO",57,-64.3237026118301,-15.204630964814,"2019-09-13 00:04:00",NA,0,0,1
2795,"KCV","HUGO",57,-64.3229719147458,-15.2036951121843,"2019-09-13 00:04:00",NA,0,0,1
2796,"KCV","HUGO",57,-64.3231607759708,-15.2042998939916,"2019-09-13 00:04:00",NA,0,0,1
2797,"KCV","HUGO",57,-64.3226446549092,-15.2034795853899,"2019-09-13 00:04:00",NA,0,0,1
2798,"KCV","HUGO",57,-64.3229433367114,-15.2032151571728,"2019-09-13 00:04:00",NA,0,0,1
2799,"KCV","HUGO",57,-64.3230477407448,-15.2038176842313,"2019-09-13 00:04:00",NA,0,0,1
2800,"KCV","HUGO",57,-64.3237382479682,-15.2051173390281,"2019-09-13 00:04:00",NA,0,0,1
2801,"KCV","HUGO",57,-64.3231981158401,-15.2039559677211,"2019-09-13 00:04:00",NA,0,0,1
2802,"KCV","HUGO",57,-64.3236751371674,-15.2044776992986,"2019-09-13 00:04:00",NA,0,0,1
2803,"KCV","HUGO",57,-64.3236547356909,-15.2042648953592,"2019-09-13 00:04:00",NA,0,0,1
2804,"KCV","HUGO",57,-64.3229412498548,-15.2034968544448,"2019-09-13 00:04:00",NA,0,0,1
2805,"KCV","HUGO",57,-64.3230236816355,-15.2041985721828,"2019-09-13 00:04:00",NA,0,0,1
2806,"KCV","HUGO",57,-64.3233465320614,-15.2042363527461,"2019-09-13 00:04:00",NA,0,0,1
2807,"KCV","HUGO",57,-64.3234794519621,-15.205373068617,"2019-09-13 00:04:00",NA,0,0,1
2808,"KCV","HUGO",57,-64.3236912784109,-15.2050413943787,"2019-09-13 00:04:00",NA,0,0,1
2809,"KCV","HUGO",57,-64.3229519972134,-15.2036978375256,"2019-09-13 00:04:00",NA,0,0,1
2810,"KCV","HUGO",57,-64.323820379969,-15.2044415252324,"2019-09-13 00:04:00",NA,0,0,1
2811,"KCV","HUGO",57,-64.3231122357865,-15.2043235618459,"2019-09-13 00:04:00",NA,0,0,1
2812,"KCV","HUGO",57,-64.3230332999496,-15.2041253131357,"2019-09-13 00:04:00",NA,0,0,1
2813,"KCV","HUGO",57,-64.3232431036049,-15.203761114255,"2019-09-13 00:04:00",NA,0,0,1
2814,"KCV","HUGO",57,-64.3230428883101,-15.2036506563006,"2019-09-13 00:04:00",NA,0,0,1
2815,"KCV","HUGO",57,-64.3235059975184,-15.2044476328517,"2019-09-13 00:04:00",NA,0,0,1
2816,"KCV","HUGO",57,-64.3226366617891,-15.2032789456555,"2019-09-13 00:04:00",NA,0,0,1
2817,"KCV","HUGO",57,-64.3229095292148,-15.2034411303849,"2019-09-13 00:04:00",NA,0,0,1
2818,"KCV","HUGO",57,-64.323078186366,-15.2037091604588,"2019-09-13 00:04:00",NA,0,0,1
2819,"KCV","HUGO",57,-64.3230416725391,-15.2040696755176,"2019-09-13 00:04:00",NA,0,0,1
2820,"KCV","HUGO",57,-64.3227781918323,-15.2032492199387,"2019-09-13 00:04:00",NA,0,0,1
2821,"KCV","HUGO",57,-64.3232754214913,-15.2038374439124,"2019-09-13 00:04:00",NA,0,0,1
2822,"KCV","HUGO",57,-64.3235976444303,-15.2048435323738,"2019-09-13 00:04:00",NA,0,0,1
2823,"KCV","HUGO",57,-64.32379798974,-15.204720179199,"2019-09-13 00:04:00",NA,0,0,1
2824,"KCV","HUGO",57,-64.323280992521,-15.204745988738,"2019-09-13 00:04:00",NA,0,0,1
2825,"KCV","HUGO",57,-64.3232901621772,-15.2034661560684,"2019-09-13 00:04:00",NA,0,0,1
2826,"KCV","HUGO",57,-64.3233080564676,-15.2041096230419,"2019-09-13 00:04:00",NA,0,0,1
2827,"KCV","HUGO",57,-64.323451047441,-15.2040479636605,"2019-09-13 00:04:00",NA,0,0,1
2828,"KCV","HUGO",57,-64.323487636221,-15.2051111369365,"2019-09-13 00:04:00",NA,0,0,1
2829,"KCV","HUGO",57,-64.3230555240901,-15.2035894615404,"2019-09-13 00:04:00",NA,0,0,1
2830,"KCV","HUGO",57,-64.3235484856269,-15.2043795186252,"2019-09-13 00:04:00",NA,0,0,1
2831,"KCV","HUGO",57,-64.3229003928165,-15.2036169418474,"2019-09-13 00:04:00",NA,0,0,1
2832,"KCV","HUGO",57,-64.3234527593589,-15.2051433048394,"2019-09-13 00:04:00",NA,0,0,1
2833,"KCV","HUGO",57,-64.3231752447677,-15.2034759252999,"2019-09-13 00:04:00",NA,0,0,1
2834,"KCV","HUGO",57,-64.3228734844544,-15.2044916491896,"2019-09-13 00:04:00",NA,0,0,1
2835,"KCV","HUGO",57,-64.3239267853676,-15.2046866157638,"2019-09-13 00:04:00",NA,0,0,1
2836,"KCV","HUGO",57,-64.3231861476904,-15.2034797584715,"2019-09-13 00:04:00",NA,0,0,1
2837,"KCV","HUGO",57,-64.3231257088037,-15.2038619200652,"2019-09-13 00:04:00",NA,0,0,1
2838,"KCV","HUGO",57,-64.3232235034917,-15.2039224280692,"2019-09-13 00:04:00",NA,0,0,1
2839,"KCV","HUGO",57,-64.3236347500734,-15.2046251415313,"2019-09-13 00:04:00",NA,0,0,1
2840,"KCV","HUGO",57,-64.3231276372235,-15.2044428166577,"2019-09-13 00:04:00",NA,0,0,1
2841,"KCV","HUGO",57,-64.3236023574139,-15.2041283388701,"2019-09-13 00:04:00",NA,0,0,1
2842,"KCV","HUGO",57,-64.3231932973344,-15.2048405094812,"2019-09-13 00:04:00",NA,0,0,1
2843,"KCV","HUGO",57,-64.323196781711,-15.2040347394883,"2019-09-13 00:04:00",NA,0,0,1
2844,"KCV","HUGO",57,-64.3236678017665,-15.2048482066522,"2019-09-13 00:04:00",NA,0,0,1
2845,"KCV","HUGO",57,-64.3226920330951,-15.2038419030977,"2019-09-13 00:04:00",NA,0,0,1
2846,"KCV","HUGO",57,-64.3234439996491,-15.2036026057875,"2019-09-13 00:04:00",NA,0,0,1
2847,"KCV","HUGO",57,-64.3238045648643,-15.2051462159386,"2019-09-13 00:04:00",NA,0,0,1
2848,"KCV","HUGO",57,-64.322990912286,-15.2038343283915,"2019-09-13 00:04:00",NA,0,0,1
2849,"KCV","HUGO",57,-64.3242756290396,-15.2050661258998,"2019-09-13 00:04:00",NA,0,0,1
2850,"KCV","HUGO",57,-64.3233111981504,-15.2041095720196,"2019-09-13 00:04:00",NA,0,0,1
2851,"KCV","HUGO",57,-64.3231904043837,-15.2041505092729,"2019-09-13 00:04:00",NA,0,0,1
2852,"KCV","HUGO",57,-64.3230117486929,-15.2038100186095,"2019-09-13 00:04:00",NA,0,0,1
2853,"KCV","HUGO",57,-64.3231807213883,-15.2037713462603,"2019-09-13 00:04:00",NA,0,0,1
2854,"KCV","HUGO",57,-64.3234264181533,-15.2042686656038,"2019-09-13 00:04:00",NA,0,0,1
2855,"KCV","HUGO",57,-64.3234783798665,-15.2035921644955,"2019-09-13 00:04:00",NA,0,0,1
2856,"KCV","HUGO",57,-64.323509687444,-15.2043108435809,"2019-09-13 00:04:00",NA,0,0,1
2857,"KCV","HUGO",57,-64.3237855291166,-15.2043723143921,"2019-09-13 00:04:00",NA,0,0,1
2858,"KCV","HUGO",57,-64.3235171070061,-15.2045592998087,"2019-09-13 00:04:00",NA,0,0,1
2859,"KCV","HUGO",57,-64.3228409109839,-15.2031688167562,"2019-09-13 00:04:00",NA,0,0,1
2860,"KCV","HUGO",57,-64.3233788786243,-15.2043446912067,"2019-09-13 00:04:00",NA,0,0,1
2861,"KCV","HUGO",57,-64.3227006623174,-15.2034508042961,"2019-09-13 00:04:00",NA,0,0,1
2862,"KCV","HUGO",57,-64.3235985969164,-15.2039334227374,"2019-09-13 00:04:00",NA,0,0,1
2863,"KCV","HUGO",57,-64.3240187234387,-15.2046920636523,"2019-09-13 00:04:00",NA,0,0,1
2864,"KCV","HUGO",57,-64.3233682365315,-15.2045348926542,"2019-09-13 00:04:00",NA,0,0,1
2865,"KCV","HUGO",57,-64.3233176943922,-15.2039061265796,"2019-09-13 00:04:00",NA,0,0,1
2866,"KCV","HUGO",57,-64.3228989826138,-15.202838199631,"2019-09-13 02:16:00",NA,0,0,1
2867,"KCV","HUGO",57,-64.3230362468064,-15.2028380279496,"2019-09-13 02:16:00",NA,0,0,1
2868,"KCV","HUGO",57,-64.3230201003847,-15.2028877784818,"2019-09-13 02:16:00",NA,0,0,1
2869,"KCV","HUGO",57,-64.3230237525312,-15.2029957056847,"2019-09-13 02:16:00",NA,0,0,1
2870,"KCV","HUGO",57,-64.3229265670986,-15.2028652594554,"2019-09-13 02:16:00",NA,0,0,1
2871,"KCV","HUGO",57,-64.3229702434369,-15.2028984735672,"2019-09-13 02:16:00",NA,0,0,1
2872,"KCV","HUGO",57,-64.3231208357704,-15.202887076361,"2019-09-13 02:16:00",NA,0,0,1
2873,"KCV","HUGO",57,-64.3229068760554,-15.2028915201258,"2019-09-13 02:16:00",NA,0,0,1
2874,"KCV","HUGO",57,-64.3230464143619,-15.203015807193,"2019-09-13 02:16:00",NA,0,0,1
2875,"KCV","HUGO",57,-64.3229042140618,-15.2029674368533,"2019-09-13 02:16:00",NA,0,0,1
2876,"KCV","HUGO",57,-64.3229795982649,-15.2028508922566,"2019-09-13 02:16:00",NA,0,0,1
2877,"KCV","HUGO",57,-64.3229492648708,-15.2028661276449,"2019-09-13 02:16:00",NA,0,0,1
2878,"KCV","HUGO",57,-64.3228935696163,-15.2028097284624,"2019-09-13 02:16:00",NA,0,0,1
2879,"KCV","HUGO",57,-64.3229590006936,-15.2028996587461,"2019-09-13 02:16:00",NA,0,0,1
2880,"KCV","HUGO",57,-64.3229029960881,-15.2028716306646,"2019-09-13 02:16:00",NA,0,0,1
2881,"KCV","HUGO",57,-64.3230560147407,-15.202798687523,"2019-09-13 02:16:00",NA,0,0,1
2882,"KCV","HUGO",57,-64.32304045573,-15.2030198570017,"2019-09-13 02:16:00",NA,0,0,1
2883,"KCV","HUGO",57,-64.3229738143803,-15.2029636706171,"2019-09-13 02:16:00",NA,0,0,1
2884,"KCV","HUGO",57,-64.3230274395136,-15.203036560657,"2019-09-13 02:16:00",NA,0,0,1
2885,"KCV","HUGO",57,-64.3230774434003,-15.2029134599385,"2019-09-13 02:16:00",NA,0,0,1
2886,"KCV","HUGO",57,-64.3228763540088,-15.2030876400549,"2019-09-13 02:16:00",NA,0,0,1
2887,"KCV","HUGO",57,-64.3229231359947,-15.2028493072767,"2019-09-13 02:16:00",NA,0,0,1
2888,"KCV","HUGO",57,-64.3229499688369,-15.2028475169535,"2019-09-13 02:16:00",NA,0,0,1
2889,"KCV","HUGO",57,-64.3230956202318,-15.2029250069359,"2019-09-13 02:16:00",NA,0,0,1
2890,"KCV","HUGO",57,-64.3229402945604,-15.2028927025187,"2019-09-13 02:16:00",NA,0,0,1
2891,"KCV","HUGO",57,-64.3229543888206,-15.2027947559984,"2019-09-13 02:16:00",NA,0,0,1
2892,"KCV","HUGO",57,-64.3229824102043,-15.2029226336607,"2019-09-13 02:16:00",NA,0,0,1
2893,"KCV","HUGO",57,-64.3229426061382,-15.2028841302037,"2019-09-13 02:16:00",NA,0,0,1
2894,"KCV","HUGO",57,-64.3230171884948,-15.2029538507775,"2019-09-13 02:16:00",NA,0,0,1
2895,"KCV","HUGO",57,-64.3229661012675,-15.2029365637435,"2019-09-13 02:16:00",NA,0,0,1
2896,"KCV","HUGO",57,-64.3230017417286,-15.2030037161228,"2019-09-13 02:16:00",NA,0,0,1
2897,"KCV","HUGO",57,-64.3230151634188,-15.2028032436638,"2019-09-13 02:16:00",NA,0,0,1
2898,"KCV","HUGO",57,-64.3230105879427,-15.2029104494127,"2019-09-13 02:16:00",NA,0,0,1
2899,"KCV","HUGO",57,-64.3231215831764,-15.2029012025727,"2019-09-13 02:16:00",NA,0,0,1
2900,"KCV","HUGO",57,-64.3229262708237,-15.2029016161854,"2019-09-13 02:16:00",NA,0,0,1
2901,"KCV","HUGO",57,-64.3230324009196,-15.2029146113597,"2019-09-13 02:16:00",NA,0,0,1
2902,"KCV","HUGO",57,-64.3230551025295,-15.2029491241576,"2019-09-13 02:16:00",NA,0,0,1
2903,"KCV","HUGO",57,-64.3229485222342,-15.2028870014264,"2019-09-13 02:16:00",NA,0,0,1
2904,"KCV","HUGO",57,-64.3229400927688,-15.2028442099901,"2019-09-13 02:16:00",NA,0,0,1
2905,"KCV","HUGO",57,-64.3229637900588,-15.2028779953381,"2019-09-13 02:16:00",NA,0,0,1
2906,"KCV","HUGO",57,-64.3231340971724,-15.2029104372283,"2019-09-13 02:16:00",NA,0,0,1
2907,"KCV","HUGO",57,-64.3230635262724,-15.202865329107,"2019-09-13 02:16:00",NA,0,0,1
2908,"KCV","HUGO",57,-64.3229792877951,-15.202774713498,"2019-09-13 02:16:00",NA,0,0,1
2909,"KCV","HUGO",57,-64.3229379410667,-15.2029522970404,"2019-09-13 02:16:00",NA,0,0,1
2910,"KCV","HUGO",57,-64.3230466246547,-15.2028071801712,"2019-09-13 02:16:00",NA,0,0,1
2911,"KCV","HUGO",57,-64.3230968300401,-15.2027868836773,"2019-09-13 02:16:00",NA,0,0,1
2912,"KCV","HUGO",57,-64.3230914264737,-15.202949934497,"2019-09-13 02:16:00",NA,0,0,1
2913,"KCV","HUGO",57,-64.3229473306995,-15.2027631142328,"2019-09-13 02:16:00",NA,0,0,1
2914,"KCV","HUGO",57,-64.3229594708124,-15.2029052346577,"2019-09-13 02:16:00",NA,0,0,1
2915,"KCV","HUGO",57,-64.3230492633781,-15.2028612437478,"2019-09-13 02:16:00",NA,0,0,1
2916,"KCV","HUGO",57,-64.3229833402768,-15.2028525193445,"2019-09-13 02:16:00",NA,0,0,1
2917,"KCV","HUGO",57,-64.323024745463,-15.2029279720889,"2019-09-13 02:16:00",NA,0,0,1
2918,"KCV","HUGO",57,-64.322959426487,-15.2029952007927,"2019-09-13 02:16:00",NA,0,0,1
2919,"KCV","HUGO",57,-64.322927698598,-15.2029088996227,"2019-09-13 02:16:00",NA,0,0,1
2920,"KCV","HUGO",57,-64.3230131982292,-15.2028615514052,"2019-09-13 02:16:00",NA,0,0,1
2921,"KCV","HUGO",57,-64.3231134003938,-15.2029372272843,"2019-09-13 02:16:00",NA,0,0,1
2922,"KCV","HUGO",57,-64.3231537284109,-15.2028962279844,"2019-09-13 02:16:00",NA,0,0,1
2923,"KCV","HUGO",57,-64.3229199710693,-15.2030048789478,"2019-09-13 02:16:00",NA,0,0,1
2924,"KCV","HUGO",57,-64.3230257504563,-15.202952154368,"2019-09-13 02:16:00",NA,0,0,1
2925,"KCV","HUGO",57,-64.3229723773899,-15.2029868997017,"2019-09-13 02:16:00",NA,0,0,1
2926,"KCV","HUGO",57,-64.3230481009415,-15.2029255317223,"2019-09-13 02:16:00",NA,0,0,1
2927,"KCV","HUGO",57,-64.3229185534565,-15.2029526905758,"2019-09-13 02:16:00",NA,0,0,1
2928,"KCV","HUGO",57,-64.3230787193477,-15.2030101089759,"2019-09-13 02:16:00",NA,0,0,1
2929,"KCV","HUGO",57,-64.3230812824986,-15.2029856236815,"2019-09-13 02:16:00",NA,0,0,1
2930,"KCV","HUGO",57,-64.3230525278854,-15.2028224396297,"2019-09-13 02:16:00",NA,0,0,1
2931,"KCV","HUGO",57,-64.3229114670739,-15.2029478790711,"2019-09-13 02:16:00",NA,0,0,1
2932,"KCV","HUGO",57,-64.3230206902982,-15.2029544310843,"2019-09-13 02:16:00",NA,0,0,1
2933,"KCV","HUGO",57,-64.3230508852033,-15.2028344405013,"2019-09-13 02:16:00",NA,0,0,1
2934,"KCV","HUGO",57,-64.3230642598916,-15.2028978101515,"2019-09-13 02:16:00",NA,0,0,1
2935,"KCV","HUGO",57,-64.3230252379964,-15.202881947009,"2019-09-13 02:16:00",NA,0,0,1
2936,"KCV","HUGO",57,-64.322968190742,-15.2028300501102,"2019-09-13 02:16:00",NA,0,0,1
2937,"KCV","HUGO",57,-64.3230795835768,-15.202808346514,"2019-09-13 02:16:00",NA,0,0,1
2938,"KCV","HUGO",57,-64.3229878710689,-15.2029980288404,"2019-09-13 02:16:00",NA,0,0,1
2939,"KCV","HUGO",57,-64.3229942269223,-15.2028368188822,"2019-09-13 02:16:00",NA,0,0,1
2940,"KCV","HUGO",57,-64.3230898666919,-15.2028462636694,"2019-09-13 02:16:00",NA,0,0,1
2941,"KCV","HUGO",57,-64.3229939066134,-15.2029122561993,"2019-09-13 02:16:00",NA,0,0,1
2942,"KCV","HUGO",57,-64.3229636182066,-15.2028565531038,"2019-09-13 02:16:00",NA,0,0,1
2943,"KCV","HUGO",57,-64.3229576748197,-15.202834866245,"2019-09-13 02:16:00",NA,0,0,1
2944,"KCV","HUGO",57,-64.3229980429647,-15.2030226656987,"2019-09-13 02:16:00",NA,0,0,1
2945,"KCV","HUGO",57,-64.3230173677925,-15.2029731508896,"2019-09-13 02:16:00",NA,0,0,1
2946,"KCV","HUGO",57,-64.3229691927009,-15.2028952168498,"2019-09-13 02:16:00",NA,0,0,1
2947,"KCV","HUGO",57,-64.322937970211,-15.202890572416,"2019-09-13 02:16:00",NA,0,0,1
2948,"KCV","HUGO",57,-64.3229729661542,-15.2029260259591,"2019-09-13 02:16:00",NA,0,0,1
2949,"KCV","HUGO",57,-64.3231394901348,-15.2028932785896,"2019-09-13 02:16:00",NA,0,0,1
2950,"KCV","HUGO",57,-64.3229033699951,-15.2029866717003,"2019-09-13 02:16:00",NA,0,0,1
2951,"KCV","HUGO",57,-64.3230289060343,-15.2029331796069,"2019-09-13 02:16:00",NA,0,0,1
2952,"KCV","HUGO",57,-64.3230616738071,-15.2029320128309,"2019-09-13 02:16:00",NA,0,0,1
2953,"KCV","HUGO",57,-64.3229277817625,-15.2027825171193,"2019-09-13 02:16:00",NA,0,0,1
2954,"KCV","HUGO",57,-64.3230528505948,-15.2030216275527,"2019-09-13 02:16:00",NA,0,0,1
2955,"KCV","HUGO",57,-64.3229701081221,-15.2028363250652,"2019-09-13 02:16:00",NA,0,0,1
2956,"KCV","HUGO",57,-64.3229678610817,-15.2029139377541,"2019-09-13 02:16:00",NA,0,0,1
2957,"KCV","HUGO",57,-64.3230596023631,-15.2029436504558,"2019-09-13 02:16:00",NA,0,0,1
2958,"KCV","HUGO",57,-64.3229537396213,-15.2030251438516,"2019-09-13 02:16:00",NA,0,0,1
2959,"KCV","HUGO",57,-64.3229505925636,-15.202918545266,"2019-09-13 02:16:00",NA,0,0,1
2960,"KCV","HUGO",57,-64.3229730663309,-15.2028966881056,"2019-09-13 02:16:00",NA,0,0,1
2961,"KCV","HUGO",57,-64.3230472929863,-15.2028302176466,"2019-09-13 02:16:00",NA,0,0,1
2962,"KCV","HUGO",57,-64.3230569555562,-15.2029779079208,"2019-09-13 02:16:00",NA,0,0,1
2963,"KCV","HUGO",57,-64.3230114197015,-15.2029405989847,"2019-09-13 02:16:00",NA,0,0,1
2964,"KCV","HUGO",57,-64.3228612446814,-15.2029833578095,"2019-09-13 02:16:00",NA,0,0,1
2965,"KCV","HUGO",57,-64.3230197014461,-15.2027563888876,"2019-09-13 02:16:00",NA,0,0,1
2966,"KCV","HUGO",57,-64.3229733977223,-15.202442776238,"2019-09-13 04:28:00",NA,0,0,1
2967,"KCV","HUGO",57,-64.3227271770696,-15.2024391244087,"2019-09-13 04:28:00",NA,0,0,1
2968,"KCV","HUGO",57,-64.3229493566702,-15.202337028567,"2019-09-13 04:28:00",NA,0,0,1
2969,"KCV","HUGO",57,-64.3227791081979,-15.2024484861426,"2019-09-13 04:28:00",NA,0,0,1
2970,"KCV","HUGO",57,-64.3227378420613,-15.2024089074155,"2019-09-13 04:28:00",NA,0,0,1
2971,"KCV","HUGO",57,-64.3228902460394,-15.2024041072913,"2019-09-13 04:28:00",NA,0,0,1
2972,"KCV","HUGO",57,-64.3229681781587,-15.202362380453,"2019-09-13 04:28:00",NA,0,0,1
2973,"KCV","HUGO",57,-64.3227449662669,-15.2024181504468,"2019-09-13 04:28:00",NA,0,0,1
2974,"KCV","HUGO",57,-64.3228101420892,-15.2025085100552,"2019-09-13 04:28:00",NA,0,0,1
2975,"KCV","HUGO",57,-64.3229419412095,-15.2024292869778,"2019-09-13 04:28:00",NA,0,0,1
2976,"KCV","HUGO",57,-64.3228908534051,-15.2024546843352,"2019-09-13 04:28:00",NA,0,0,1
2977,"KCV","HUGO",57,-64.3227818642131,-15.2025045404008,"2019-09-13 04:28:00",NA,0,0,1
2978,"KCV","HUGO",57,-64.3228754464805,-15.2024366289028,"2019-09-13 04:28:00",NA,0,0,1
2979,"KCV","HUGO",57,-64.3228709319607,-15.2023893716208,"2019-09-13 04:28:00",NA,0,0,1
2980,"KCV","HUGO",57,-64.3227922179462,-15.2024341519158,"2019-09-13 04:28:00",NA,0,0,1
2981,"KCV","HUGO",57,-64.3228640265594,-15.2024866499012,"2019-09-13 04:28:00",NA,0,0,1
2982,"KCV","HUGO",57,-64.3227302040749,-15.2024719866845,"2019-09-13 04:28:00",NA,0,0,1
2983,"KCV","HUGO",57,-64.322827985857,-15.2024309709129,"2019-09-13 04:28:00",NA,0,0,1
2984,"KCV","HUGO",57,-64.3228803609189,-15.2024508180772,"2019-09-13 04:28:00",NA,0,0,1
2985,"KCV","HUGO",57,-64.3229605363501,-15.2024021392566,"2019-09-13 04:28:00",NA,0,0,1
2986,"KCV","HUGO",57,-64.3229536955383,-15.2023334715609,"2019-09-13 04:28:00",NA,0,0,1
2987,"KCV","HUGO",57,-64.3227365900776,-15.2024130361715,"2019-09-13 04:28:00",NA,0,0,1
2988,"KCV","HUGO",57,-64.3229642674693,-15.2023765787189,"2019-09-13 04:28:00",NA,0,0,1
2989,"KCV","HUGO",57,-64.322846535411,-15.2024056755119,"2019-09-13 04:28:00",NA,0,0,1
2990,"KCV","HUGO",57,-64.3228459070912,-15.2024777467363,"2019-09-13 04:28:00",NA,0,0,1
2991,"KCV","HUGO",57,-64.3228821174362,-15.2023380457939,"2019-09-13 04:28:00",NA,0,0,1
2992,"KCV","HUGO",57,-64.3228293907579,-15.2024052456148,"2019-09-13 04:28:00",NA,0,0,1
2993,"KCV","HUGO",57,-64.3228507350323,-15.2024406980092,"2019-09-13 04:28:00",NA,0,0,1
2994,"KCV","HUGO",57,-64.3229390618456,-15.2024916687534,"2019-09-13 04:28:00",NA,0,0,1
2995,"KCV","HUGO",57,-64.3228293954713,-15.2024710604135,"2019-09-13 04:28:00",NA,0,0,1
2996,"KCV","HUGO",57,-64.3228606966331,-15.2024825346415,"2019-09-13 04:28:00",NA,0,0,1
2997,"KCV","HUGO",57,-64.3228207201293,-15.2023870060425,"2019-09-13 04:28:00",NA,0,0,1
2998,"KCV","HUGO",57,-64.3228797678395,-15.2024181591139,"2019-09-13 04:28:00",NA,0,0,1
