"stop_id","scale","used","forcat_prop","forest_prop","savanna_prop","wetland_prop","grassland_prop","ag_prop","pasture_prop","farming_prop","RLO_prop"
352,20,1,0.723543966758455,0.723543966758455,0,0.000172248326071661,0,0.126906137670657,0.00223784437018192,0.155565897326315,0.115094720042807
353,20,1,0.562776312015857,0.562776312015857,0,0.0149531621581022,0.241031285831617,0.0838581101101697,0.000739066074916139,0.103681494801038,0.0775241203336394
354,20,1,0.103071860096877,0.103071860096877,0,0.404921667921414,0.335025308828311,0.000144694141860766,0.122843801218216,0.123050418264596,0.0300170781706288
355,20,1,0.0541554956616531,0.0541554956616531,0,0.506973950640877,0.335829198277192,3.75037077807831e-05,0.0956285800771856,0.0957591485413113,0.00590838641653616
356,20,1,0.908066278904167,0.908065566654497,7.1224966979826e-07,0.00450130060141468,0.0068202402832079,0,0.00351032110103274,0.00351032110103274,0.0771018591101777
357,20,1,0.0849773551995844,0.0849773551995844,0,0.550722935754488,0.258650331967557,0,0.0351139047593149,0.0351139047593149,0.0705354723190557
358,20,1,0.760118479596419,0.760118479596419,0,0.00114412221333593,0,0.137797084181442,0.0127674981636178,0.165502492437849,0.071384523766673
359,20,1,0.444771820099555,0.444771820099555,0,0.0925621963703225,0.459998475465619,0,9.77406030322519e-05,0.000326735610825546,0.00233448912919704
360,20,1,0.202668433072786,0.202668433072786,0,0,0,0.491677857108044,0.271023781993686,0.77383238705772,0.000584035537973923
361,20,1,0.71871760251489,0.71871760251489,0,0.17192039697503,0,0.0198073667759776,0,0.0405733665032069,0.0673289107076757
362,20,1,0.0701901162592425,0.0701901162592425,0,0.317813732923796,0.477473576244212,0,0.131721492731964,0.131721492731964,0.00280108184078556
363,20,1,0.149272518178093,0.149272518178093,0,0.0465159604135994,0.672399188192747,0,0.112307839801864,0.112692776009257,0.0191064135724554
364,20,1,0.49946208213307,0.49946208213307,0,0.0357564420916642,0.41451252256465,0,0,7.71385596021902e-05,0.0477192929941706
365,20,1,0.166081156021826,0.166081156021826,0,0.0402842803772225,0.665329332803729,0,0.108576762921957,0.109250135021645,0.0190295015051004
366,20,1,0.0459071333620591,0.0459071333620591,0,0.401606271787441,0.408874453564602,0,0.140146179561078,0.140146179561078,0.0034659617248202
53,20,1,0.274173776330692,0.274173776330692,0,0.000621315359370153,0.000601613400069627,0.01109075165334,0.709341643991363,0.720432395644703,0.0039196992840835
54,20,1,0.0835522842927379,0.0819524718698304,0.00159981242290746,0.00178496714967614,0.896889907369555,0.00919075649932323,0.00636379470960516,0.0155545512089284,0.002218289979103
55,20,1,0.457094478362196,0.457093765213917,7.13148278738183e-07,0.0842809402953463,0.034908910283505,0.000233199487147386,0.11685812139007,0.117091320877217,0.29894089062661
56,20,1,0.240757228276796,0.240757228276796,0,0.0104048996775821,0.716848427777723,0,0.000586590588918252,0.000586590588918252,0.0314028536789808
57,20,1,0.269176972109732,0.269176972109732,0,0.0590720090459372,0.431969248923786,0.0326020160763801,0.165251006526457,0.233700374800859,0.00598286023759091
64,20,1,0.413794240646008,0.413794240646008,0,0.0385766244645356,0.366150498948147,0,0.0669867445699346,0.0669992134653378,0.114315248686496
65,20,1,0.104344159779072,0.104344159779072,0,0.0334066477284601,0.806145085763754,0,0.03913004730248,0.03913004730248,0.0169609123787219
66,20,1,0.0474396358677425,0.0474396358677425,0,0.36445697059418,0.439640027806607,0,0.14526449638693,0.14526449638693,0.00319886934454084
48,20,1,0.200906774442864,0.200906774442864,0,0.316052768527968,0.290610728250549,0,0.18794965552333,0.18896332129053,0.00342621317590208
51,20,1,0.69954268520616,0.69954268520616,0,0.169418809716482,0,0.0636690384997148,2.98825065878441e-05,0.0777777277720894,0.0504105553673895
52,20,1,0.794023554546681,0.794023554546681,0,0.0633177254360345,0,0.0160927332949035,1.9718285245333e-05,0.0255190816497517,0.111087790080969
58,20,1,0.266552941402662,0.266552941402662,0,0,0,0.227839586123979,0,0.689223298922875,0.0290725327970119
61,20,1,0.970556830175461,0.970556830175461,0,0.000534575781057065,0.000440333880433534,0,9.26268680523615e-06,9.26268680523615e-06,0.0284589974762434
62,20,1,0.627209238927687,0.626908950023167,0.00030028890452059,0.00088443197738792,0.00444800992659168,0.0016978562999935,0.318013768862609,0.328387500608135,0.0386363360784609
63,20,1,0.110068491494679,0.110068491494679,0,0.333832758323961,0.389101518679809,0.000127980290555192,0.126252693014081,0.126417537192676,0.0366672533611956
67,20,1,0.582916842760199,0.582916842760199,0,0.0162643814547597,0.230462579895805,0.0780883700748541,0.00072341143843697,0.0970875625632061,0.0732350056221376
195,20,1,0.837906915680873,0.837906915680873,0,0.0364021579261096,0.0761248324098884,0,0,0.000303812266183187,0.0455173664343937
196,20,1,0.787707952446746,0.787707952446746,0,0.00954940989162783,0.141570485887856,0,8.32933157947008e-06,0.000282456888672697,0.0557774886900879
1,20,1,0.151240592112257,0.151240592112257,0,0.0298427245543123,0.168339930655442,0,0.00627683461387848,0.00627683461387848,0.64429991806411
2,20,1,0.902815585113728,0.902647314666781,0.000168270446946607,0.00440043715868019,0.016308414933269,0,0.019220640074273,0.019220640074273,0.0563807720083694
3,20,1,0.846794278620025,0.845806416094884,0.000987862525141202,0.00465344773818166,0.0332672530223605,0,0.00753388769853862,0.00753388769853862,0.105868198425719
4,20,1,0.499740937168267,0.313440653426441,0.186300283741826,0.0117384468060441,0.0198748846112031,0.183968288275294,0.282048875488056,0.46601716376335,0.00262856765113528
5,20,1,0.418362437434942,0.41828394647829,7.84909566525367e-05,0.081653011711998,0.0905906048535505,0.000436695140648659,0.073665626453954,0.0741023215946027,0.331891477312014
6,20,1,0.759109721857684,0.759109721857684,0,0.00747167415763318,0.0570618510923478,0,0.00261722254734256,0.00261722254734256,0.173739530344993
7,20,1,0.626237264755537,0.626237264755537,0,0.00583978465641435,0.267437929041312,0,0,0.000155182294132693,0.100329839252604
8,20,1,0.318864752558039,0.318864752558039,0,0.112611853504867,0.14366982656383,0,0.124734756273632,0.124734756273632,0.299125305093406
34,20,1,0.418920681562689,0.418915686655354,4.99490733519267e-06,0.0266294124371295,0.139458350065923,0.00116952187462583,0.0716791756635511,0.0728486975381769,0.338268950978544
35,20,1,0.323850974838975,0.323781598252438,6.93765865375207e-05,0.0206363446381465,0.160193722575661,0.00131246656631377,0.0807841383129952,0.082096604879309,0.413222353067908
36,20,1,0.202271745278786,0.201840375809634,0.00043136946915202,0.163740838431476,0.107626121577547,0.000104165247323075,0.0124197821975465,0.0125239474448696,0.513837347267321
37,20,1,0.701980149513857,0.701980149513857,0,0.0448818897266014,0,0.113924412999016,3.00656285315744e-05,0.1603341949175,0.0865305120399289
38,20,1,0.701832053184224,0.701832053184224,0,0.0539721669769315,0,0.0808390974543861,9.41155008932243e-05,0.142697641545657,0.0965869973742397
39,20,1,0.247507923866354,0.247507923866354,0,1.56829745705608e-05,0.0127358134104985,0.422219750144518,0.238404878319062,0.685518287534266,0.0120044626926943
40,20,1,0.356652387636942,0.356652387636942,0,0.00023094124963122,0.000592843085943558,0.00259007348628427,0.63783135530708,0.640421428793364,0.00171303791995402
41,20,1,0.270071836584002,0.270071836584002,0,0.269356425158125,0.380672628934575,0.000145425937539633,0.0396086211352694,0.0401494671220239,0.0392011786654104
42,20,1,0.146362823637963,0.146362823637963,0,0.159678591946464,0.348271194467397,1.45263015779836e-05,0.32970850975296,0.335588574883417,0.0100988150647594
43,20,1,0.690174734343446,0.690174734343446,0,0.00135834782355417,0.0783903474553495,0.194122855858239,0.009080669016344,0.209409653689117,0.0180161378980103
44,20,1,0.368438590013727,0.36818817980917,0.000250410204556479,0.0841380467877125,0.0965732884452175,0,0.0966778774014081,0.0966778774014081,0.351672134947173
45,20,1,0.304867134368726,0.304857867289913,9.2670788132178e-06,0.103678165641041,0.149671111093369,0,0.144704957638086,0.144704957638086,0.296644775422381
46,20,1,0.829210814180099,0.829201539943006,9.27423709258402e-06,0.00896256117779174,0.0231474690425126,0,0.0160581219096367,0.0160581219096367,0.12179776679728
47,20,1,0.519268213996032,0.518693837333076,0.000574376662955447,0.0842741305023679,0.0988520354539273,0.00251826147741609,0.0775267807333717,0.0800457557221703,0.217559864325503
49,20,1,0.234898119522362,0.234898119522362,0,0.0190278157004577,0.15189131225164,0.000563762048825633,0.0440061853022356,0.0445699473510612,0.544350550303542
104,20,1,0.700163265687376,0.700163265687376,0,0.0415489599757485,0,0.0958554284589764,0.00203573084441411,0.165559515684949,0.086994457904485
105,20,1,0.848349126249425,0.848349126249425,0,0.000529755572043146,0.108781026989716,0,0,4.79675805584478e-06,0.0386680506267635
106,20,1,0.945176565246396,0.945176565246396,0,0.0097454846985564,0,0.000260069360286239,0.00139708271771628,0.0116147400603354,0.0191490310070653
108,20,1,0.864692283754294,0.864658073691393,3.42100629000638e-05,0.00481238321099574,0.0221036526782893,0,0.00596680513748613,0.00596680513748613,0.102424875218935
109,20,1,0.108100348181651,0.108100348181651,0,0.302722982759429,0.458060641026986,0.00011126462690444,0.0837075394991948,0.0838243673574444,0.0472916606744893
111,20,1,0.854290675358784,0.854290675358784,0,0.00859573852919787,0,0.0570437980184117,0,0.0804528025269705,0.0561613623652437
112,20,1,0.908644583198438,0.908600111494009,4.44717044289109e-05,0.00140403523982704,0.011757881269784,0,0.0614289660247334,0.0614289660247334,0.0167645342672172
113,20,1,0.501382441914135,0.501382441914135,0,0.119509885601954,0.325328502231512,0,0.000112863507893599,0.00500306763993522,0.0487761026124635
114,20,1,0.354770541312343,0.354770541312343,0,0,0,0.108611672654245,0,0.591755564477015,0.0451173684831394
116,20,1,0.0692103292018379,0.0692103292018379,0,0.0768157135009344,0.621242304922944,0,0.219068849863885,0.219068849863885,0.0136628025103991
119,20,1,0.783789836264386,0.783789836264386,0,0.0573978361485474,0,0.0117179628913054,4.43674662078087e-05,0.0370409130978651,0.1154567157835
117,20,1,0.835186550566188,0.835186550566188,0,0.0674672906960236,0,0.030254467832539,0,0.0375952160666872,0.0587915476061131
120,20,1,0.281018548750716,0.281018548750716,0,0.0238439682930908,0.464527973635132,0,0.190844155675893,0.213184272083082,0.0168716757184425
121,20,1,0.141267471526645,0.141267471526645,0,0,5.18024925883944e-05,0.608262547820009,0.175682235619805,0.852582286896253,0.00290637644098336
130,20,1,0.362388081722527,0.362388081722527,0,0,0,0.123851559674473,0,0.599832385925419,0.00968838759008651
