"individual.local.identifier","species","stop_id","timestamp","lc","location.long","location.lat"
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3230143364447,-15.2032896409954
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3228775840657,-15.2032160164972
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3228826046644,-15.2032996579332
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3228651893427,-15.2033221091241
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229783124206,-15.2032157937291
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229764701073,-15.2032821947145
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229890634982,-15.2034023207435
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3228915109841,-15.2032418107986
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3228935041425,-15.2033090226699
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.322920737666,-15.2033809015978
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229196690436,-15.2032444906812
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3228801881757,-15.2032631465507
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229819058643,-15.2033758141922
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229238616047,-15.2033304027794
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229127260395,-15.2032901568425
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3230007821898,-15.2032444846608
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229839573638,-15.2032265904392
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3230504354513,-15.203353002171
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229132534229,-15.2033408107088
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3228456023421,-15.2033434267224
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229561669571,-15.2033349677533
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229179998739,-15.2033387751783
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3228956562841,-15.2032713218431
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3230191418172,-15.2032119402672
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229300436812,-15.2032870746044
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229616399449,-15.2033267373511
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229637255388,-15.2033368053662
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229519102596,-15.2032524538436
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.322851274635,-15.203351231032
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229261280251,-15.2033082232712
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3228684453087,-15.2032959129085
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229735436393,-15.2032737708864
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229848229892,-15.2034065361146
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3228157121947,-15.2033763080317
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229767420469,-15.2032836812638
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3228439672628,-15.203318240533
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229014339656,-15.2033897576694
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3228391073342,-15.2033009333987
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229053648592,-15.203356653289
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3228577985701,-15.2032277270811
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229893373356,-15.2032696614114
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229226647431,-15.2032259775809
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3228809191086,-15.2032899238537
