"stop_id","used","forcat_prop","forest_prop","savanna_prop","wetland_prop","grassland_prop","ag_prop","pasture_prop","farming_prop","RLO_prop","jrc_permanent_prop","jrc_semi_prop","jrc_temporary_prop","jrc_dry_prop","elevation","slope","id","species","start","end","duration","lon","lat","yearly_id","ipp_w"
NA,0,0.687820072113266,0.687820072113266,0,0,0,0.034444864811357,0,0.245252904938769,0,0,0,0,1,932.967507195742,20.5384338719878,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.944613135080719,0.944613135080719,0,0,0,0,0,0,0.00500483719150126,0,0,0,1,898.031646035057,13.7531560722514,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.960191987232784,0.960191987232784,0,0,0,0,0,0.0239779926633139,0.0034519818278358,0,0,0.000832786533678458,0.999167213466322,1538.36930185206,23.9722181713613,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.997982275515977,0.997982275515977,0,0,0,0,0,0,0,0,0,0,1,1504.74713502016,32.6250617099491,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.0723789064827972,0.0723789064827972,0,0.101760873142885,0.669149837149579,0,0.0189018041513183,0.156710383224739,0,0,0,0,1,194.115022861242,1.70256087092417,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.164145868872015,0.164145868872015,0,0.0671037123527971,0.768750418775188,0,0.000373691401364682,0,0,0,0,0,1,182.41924179368,2.13334789689966,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.953647154052039,0.953647154052039,0,0,0.0163508441599881,0,0.0154012583945393,0,0.0188626244367585,0,0.00013908881011432,0.0221486657564986,0.977712245433387,518.585273185167,10.3512813162849,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.030173588506686,0.030173588506686,0,0,0.871496252326711,0,9.23974671547336e-05,0.0146359412718502,0.00270538745725658,0,0.000469048841732408,0.00114890009394455,0.998382051064323,4172.06343113419,29.9474700915462,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0,0,0,0.0101145999559579,0.989885400044042,0,8.35495699502952e-05,0,0,0,0,0,1,175.973160087819,1.93901955708594,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.962649625252874,0.962649625252874,0,0,0,0.000967071879716846,0,0.0189329377639131,0,0,0,0,1,1337.85920444143,23.6386677468046,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.892326776258865,0.892326776258865,0,0,0,0.0846116711843965,0,0.0979901294420355,0,0,0,0,1,880.607094837426,16.7138714304814,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.72871503681485,0.72871503681485,0,0,0.0200491774853949,0,0,0,0.215210069233489,0,0.143767279360065,0.270127476452285,0.58610524418765,182.755816187293,2.57540505076842,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.998955758846634,0.998955758846634,0,0,0,0,0,0,0,0,0,0,1,1140.07400044878,20.0849355849697,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0.00905159958198715,0,0,0,0,0,1,271.305622030411,3.2284486860528,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.822055571453521,0.822055571453521,0,0.0429581258512131,0.11589753765563,0,0.0360777618192506,0.0190887650396351,0,0,0,0,1,243.781803913764,3.05743452556635,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,2.48764329972773e-05,0,0,0,0,0,1,174.812661870114,1.67945564348487,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0.00487840737397999,0,0,0,0,0,1,196.386428223038,2.20003176758106,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.77247907319813,0.77247907319813,0,0,0,0.0480689146484229,0,0.184792762067169,0.000414137518017012,0,0,0,1,1192.83598949016,20.7733724290096,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0.000437108068284116,0,0,0,0,0,1,200.05313276721,2.50289056076883,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0,0,0,0,0.574848069000801,0,0.00464252879334158,0.00068628324335846,0,0,0,0.000205884973007538,0.999794115026992,3202.67979669343,25.73502538099,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.90828807937501,0.90828807937501,0,0,0.00598023016891008,0,0,0,0.0794593344074731,0,0.063371329775074,0.0679467821663584,0.868681888058568,215.558253623459,3.63131864797368,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.993500849132559,0.993500849132559,0,0,0,0,0,0,0,0,0,0,1,1499.61518818353,28.6789957929221,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.411654018932417,0.411654018932417,0,0.00762234470195391,0.557659583679737,0,2.57405807903308e-05,0,0.0230640526858921,0,0.000209623384872371,0.00139748923248247,0.998392887382645,172.212653862301,1.98602697317998,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.89336103026515,0.89336103026515,0,0,0,0.0182549848785377,0,0.0880793330619293,0,0,0,0,1,519.887540566705,13.7704683632193,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.906625992031259,0.906625992031259,0,0,0.00598952481610545,0,0.0558499533479703,0.085713521221899,0,0,0,0,1,530.307144805435,12.8906856474167,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.489022189079658,0.489022189079658,0,0,0.119808922920644,0.0272716735043566,5.51389620771517e-06,0.0403746292160514,0.0128431660246124,0,0,0.00110756731796873,0.998892432682031,3188.43795800153,31.4138557037283,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.986863617467489,0.986863617467489,0,0,0.00898635040906051,0,3.54599225574923e-05,0,0.00415003212345045,0,0,0.000488835115504755,0.999511164884495,190.209509129226,2.32878188955184,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.989749889082578,0.989749889082578,0,0.01018989664768,6.02142697418641e-05,0,3.61343116615555e-05,0,0,0,0,0,1,198.860321255968,2.12465234834523,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.995154792799968,0.995154792799968,0,0,0.00484520720003151,0,0.00193773304876557,0,0,0,0,0,1,238.855811553462,3.12673157128602,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.557843243695463,0.557843243695463,0,0,0,0.252652842527571,0,0.437540256629839,0,0,0,0,1,1127.90856643794,19.3676003093435,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.449747897789571,0.449747897789571,0,0,0,0,1.24182058234665e-05,0.262697975981337,0,0,0,0,1,1365.28300335252,15.6215102129159,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.682845298669564,0.682845298669564,0,0,0,0.111298116610242,0,0.181794658399174,0.00114190857924916,0,0,0.000143441718083022,0.999856558281917,301.801162691418,5.04611490539561,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.990390666438916,0.990390666438916,0,0.00960933356108349,0,0,0,0,0,0,0,0,1,123.018399405735,2.67484507081502,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,211.843696039297,2.59712019211022,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,211.882692038204,5.47081095436245,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.982379424040841,0.982379424040841,0,0,0,0,0,0,0.0176205759591592,0,0.000143306974216546,0.0022878536942571,0.997568839331526,148.990122359971,3.69534366856095,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.871210335487029,0.871210335487029,0,0,0,0,0,0.101517525378819,0,0,0,0,1,1446.02335085621,13.6548548334563,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.998637452370594,0.998637452370594,0,0,0,0,0,0.00136254762940617,0,0,0,0,1,306.237205138541,6.94887517415168,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,160.046909315979,5.15314528438793,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.847075728083253,0.847075728083253,0,0,0,0.0731167118488763,0,0.101583050751167,0,0,0,0,1,327.17094371028,8.9131702492927,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,209.127033903986,4.31494228465008,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.986966373789989,0.986966373789989,0,0,0,0,0.000431940920527795,0.00840549784300981,0.00462812836700135,0,0,0,1,2048.10618930101,27.570915162584,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,220.954613886342,4.62441235968888,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.980620813390402,0.980620813390402,0,0,0,0,0,0.0193791866095985,0,0,0,0,1,416.148815073351,9.69313146513446,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,181.955104962795,3.79290693888383,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.967729653563584,0.967729653563584,0,0,0,0,0,0.00382736021249427,0.0284429862239215,0,0.0100814428284729,0.0220229979048078,0.967895559266719,300.980610668313,6.59547268212411,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,229.336275618953,4.9252685456115,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.887499936722353,0.887499936722353,0,0,0,0,0,0.111424343276455,0,0,0,0,1,448.381334843711,8.09349798863963,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.999354771053371,0.999354771053371,0,0,0,0.000645228946629304,0,0.000645228946629304,0,0,0,0,1,257.075250198187,5.8460009361322,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.959831586737948,0.959831586737948,0,0,0,0,0,0.0401684132620523,0,0,0,0,1,603.948835924943,11.1831229895861,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,165.095332243077,3.61063926820578,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.98116890421206,0.98116890421206,0,0,0,0,0,0.00070416594019089,0.0181269298477494,0,0.00617045090242352,0.00784256379394709,0.985986985303629,235.322232123287,5.52909691024926,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,154.274859814734,4.52557404734686,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,224.021620709842,4.35731192109011,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.883991689369811,0.883991689369811,0,0,0,0,0,0.00903439396312404,0.102026510449164,0.00758995942255235,0.0805495093505837,0.0236440746831987,0.888216456543665,182.974871818541,3.83622480726919,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,219.862593379474,2.05705098742841,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.896230456471568,0.896230456471568,0,0,0,0,6.49781116589583e-05,0.0909927838197797,0.0127767597086525,0,0.000215177465153205,0.00014345164343547,0.999641370891411,1450.62047965421,31.7255105623834,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,187.63723928845,4.85208053079356,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.597609596493182,0.597609596493182,0,0,0,0.212533880598526,0,0.217411336625475,0,0,0,0,1,237.852641475044,4.19490913473424,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.995912117989746,0.995912117989746,0,0,0,0,0,0.00408788201025359,0,0,0,0,1,279.536764210396,5.01230444209644,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.814127038148572,0.814127038148572,0,0,0,0,0,0.109548253176235,0,0,0,0,1,2322.35958448847,20.9644581556575,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,171.838937475843,5.03439335404227,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,145.60932431668,3.7979471832873,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,134.335864020683,3.57129992739625,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,206.472383844496,5.49879171213764,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.60997772926231,0.60997772926231,0,0,0,0,0,0.0123273792815198,0,0,0,0,1,2417.36920878304,24.8666371896184,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.928044516051364,0.928044516051364,0,0,0,0.00829233249662749,0,0.0326582493533438,0.0141052066655941,0,0,0.000358628402469389,0.999641371597531,290.865371422869,5.12693290491392,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,212.01108248986,3.41904587197121,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,215.372204394867,5.83836633860782,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.999893807338419,0.999893807338419,0,0.000106192661581405,0,0,0,0,0,0,0,0,1,120.044419778292,2.48993132506154,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.951186074155583,0.951186074155583,0,0,0,0,0,0,0.0488139258444172,0,0.00502085130010514,0.00215179341433078,0.992827355285564,1155.98104582706,25.2491500531039,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.164049857713738,0.164049857713738,0,0,0,0.565642811273876,0,0.606695850562999,0,0,0,0,1,291.437275277546,4.1239917692661,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.511292479349955,0.511292479349955,0,0.000573807703537187,0,0.19780276654071,0,0.230975602484025,0.0228471100625057,0,0.020245567194851,0.00123874957175381,0.978515683233395,256.22067522633,4.11199185434166,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.324172091826187,0.324172091826187,0,0.00471000887433741,0.281915900534289,0,0,0,0,0,0,0,1,3592.48582717159,23.6788434009131,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.320772924576514,0.320772924576514,0,0,0,0.278663543182247,0,0.32694826590644,0.0432152951358077,0,0.000645491362369288,0.0293393402937647,0.970015168343866,335.814986980004,4.97059442923203,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.162840812028612,0.162840812028612,0,0,0,0,0,0.824145310383174,0,0,0,0,1,655.02837327796,6.75030596716401,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.10835343206675,0.10835343206675,0,0.0436790596746044,0.45625976517179,0,0.000103530928548192,0,0.0220593384926723,0,0.00253222946167271,0.000646628405241094,0.996821142133086,3641.09957589343,26.5293743965957,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.998063528091499,0.998063528091499,0,0,0,0,0,0.00193647190850065,0,0,0,7.17211817963202e-05,0.999928278818204,311.575807474357,9.84679026441268,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,235.770368298603,5.89405250781336,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.400333432344794,0.400333432344794,0,0,0,0.129883065214799,0,0.208758069996602,0.221308335189798,0,0.0684408282758729,0.138061074319352,0.793498097404775,358.632191145104,5.50333223892411,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.964449988700362,0.964449988700362,0,0,0,0,0,0.0010751521515973,0.034474859148041,0,0.00530408394787999,0.0124540565701494,0.982241859481971,170.388574391571,4.03441967462719,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.956806084676768,0.956806084676768,0,0,0,0.000358580594574436,0,0.00837644268925884,0.0348174726339727,0,0.0346414165930287,0.0407676605864522,0.924590922820519,191.610422398194,3.39436798760373,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.939531354716251,0.939531354716251,0,0,0,0.0525706504383183,0,0.0525706504383183,0.00789799484543038,0.000368263863588318,0.00612358148133155,0.0015098818407121,0.991998272814368,165.972598496736,4.50070243581344,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.956054344961283,0.956054344961283,0,0,0,0,0,0.00308426585612216,0.040861389182595,0,0.0206104342978239,0.00681745112219178,0.972572114579984,908.51783947588,14.5795662866816,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0.0530375888233941,0,0,0,0,0,1,136.26263718558,5.68419676724552,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.988962767116073,0.988962767116073,0,0,0,0,0,0,0.0110372328839275,0,0,0,1,114.29264226905,3.68955163942862,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.895558354645295,0.895558354645295,0,0.00850743884038926,0.0923393951940917,0,0,0,0.00359481132022399,0,0.00261566122588129,0.0091124810273847,0.988271857746734,44.0691393011589,2.40378938224507,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,66.397395444771,2.51756067016439,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.997122541749163,0.997122541749163,0,0.000717254989211641,0.00216020326162565,0,2.36891416081611e-05,0,0,0,0,0,1,1253.3077365281,23.464073947779,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.357232051352723,0.357232051352723,0,0,0.000143433932080939,0,1.57069484574974e-05,0,0,0,0,0,1,1437.26308359976,23.9195283893967,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,50.0116190201931,3.0276776409649,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.977174755025914,0.977174755025914,0,0,0.00444691464005305,0,0.000441984012793251,0.0175893616075723,0.000788968726461026,0,0,0.000215173289034825,0.999784826710965,220.644201780825,13.6831731277699,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.976076786492274,0.976076786492274,0,0,0,0,0.324707394560043,0.0239232135077264,0,0,0,0,1,114.0231620636,4.07173161287502,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0.000633014200533206,0,0,0,0,0,1,41.0808722194905,3.6110949590281,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0.00390462449236792,0,0,0,0,0,1,74.2250925963051,6.16918794888363,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.998169956695349,0.998169956695349,0,0.00183004330465103,0,0,0,0,0,0,7.17057533322085e-05,0.000396490636072212,0.999531803610596,111.628275436664,3.75942305001217,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,8.56457424909445e-06,0,0,0,0,0,1,60.454302742648,2.94899878562245,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,114.547003819607,3.21599386110551,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0.000723596461702666,0,0,0,0,0,1,72.75041527366,4.27451044454181,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,64.8385469207615,2.44492474569501,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.933960266665992,0.933960266665992,0,0.00628648570068433,0.00432492895121106,0,0.000125631408750195,0,0.0554283186821128,0,0.0413225998837575,0.00815496973168344,0.950522430384559,113.386829412093,3.70447704321069,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,90.8453557329987,2.72614867481944,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0.000217073028337123,0,0,0,0,0,1,113.767065599953,4.43302683539583,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.996055724388363,0.996055724388363,0,0,0,0,0,0.00394427561163692,0,0,0,0,1,224.33747785146,3.28309124701485,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.995122678420243,0.995122678420243,0,0,0.00487732157975715,0,0,0,0,0,0,0,1,68.060039113581,2.92052621471829,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,4.85554841473205e-05,0,0,0,0,0,1,102.470707128721,2.86607796420836,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,53.7519921281946,3.85198634904441,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0.000604669851954586,0,0,0,0,0,1,603.080398877694,11.8735145376405,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0.0894623318816278,0,0,0,0,0,1,86.3230478417345,4.35168641632146,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.995157509614947,0.995157509614947,0,0,0,0,0.000764697278410172,0,0,0,0,0,1,414.508147691564,11.443972258678,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.645805210882169,0.645805210882169,0,0.0707711123368804,0.271230053862903,0,0,0,0.0121936229180479,0,0.00731617375082873,0.0118316115525225,0.980852214696649,41.0056156392177,2.94470408142568,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,86.486315041862,3.04077058230981,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0.000154309987245508,0,0,0,0,0,1,66.1761704211821,2.68926034827475,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.905582153848577,0.905582153848577,0,0.00372957383290497,0.00330345736557081,0,0,0,0.0873848149529473,0.000358612868548555,0.0767231840547501,0.0164092810697971,0.906508922006904,56.2945042273535,2.64301122294281,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.986973574732825,0.986973574732825,0,0,0.0130264252671752,0,0.000407893502323657,0,0,0,0,0,1,50.6709546310959,3.89529762439861,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,110.35908963052,2.92430107292615,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.997777229084328,0.997777229084328,0,0,0,0,0.000223451031653382,0,0.00222277091567251,0,0.000788824951728413,0.000684491954547935,0.998526683093724,49.5269182435024,3.12661840455978,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
NA,0,0.996276133328424,0.996276133328424,0,0,0,0,0,0,0,0,0,0,1,193.352550553331,4.32423464162205,NA,NA,NA,NA,NA,NA,NA,"MKK2021",10000
